,brief,header,pubtime,savetime
0,据 RatingToken ，最近7天，以太坊智能合约流入 ETH 排名前三的分别是：0xe96256（19088 ETH），BestMultiplier（1033 ETH）和 0x859a46（755 ETH）。其中流入排名第一的合约并未在 Etherscan 验证源码，根据对源码的反编译发现，该合约是一个游戏合约，游戏分为多轮进行，管理员可以启动、激活和结束游戏，游戏玩家可以向合约存入 ETH 和取出 ETH。,数据显示：以太坊未验证源码合约流入近 2 万 ETH,19:25,2018-11-27 20:03:25
1,通过 ICO 募得大量 ETH 的区块链项目 Aragon 表示，近期卖出了价值约 150 万美元的 ETH，这笔资金足够项目运营一年，不会担忧市场变化；拥有这笔资金之后，该项目将长期持有之前通过 ICO 募得的 ETH，因为看好以太坊发展前景。Aragon 还表示，曾经在 ETH 价格约为 90 美元的时候通过 ICO 融资 2500 万美元，经过一年半的发展，目前手中持有的 ETH 价值超过 3000 万美元。,Aragon 向以太坊表忠心：不会大量套现 ETH，长期看好以太坊发展,19:00,2018-11-27 20:03:25
2,美国证券交易委员会 SEC 主席克莱顿 Jay Clayton 接受 CNBC 采访时重申了监管机构对 ICO 合规的严格立场。他强调，有必要按照美国证券交易委员会 SEC 的指导方针，与美国消费者进行公开代币发售。,美国 SEC 主席重申监管机构对 ICO 合规的严格立场,17:47,2018-11-27 20:03:25
3,位于阿布扎比的 Al Hilal 银行宣布，已经利用区块链技术完成了世界上第一笔伊斯兰债券 sukuk 交易。Al Hilal 银行利用分布式账本技术在二级市场上出售和结算了 5 亿美元五年期债券中的一小部分。Al Hilal 银行的目标就是通过利用区块链，将其融入基础设施来改变 sukuk 市场。,阿布扎比银行将用区块链技术结算 5 亿美元的伊斯兰债券,17:39,2018-11-27 20:03:25
4,据彭博，纳斯达克正在推进一项比特币期货上市计划。,纳斯达克正在推进比特币期货上市计划,17:00,2018-11-27 20:03:25
5,由于挪威将从 2019 年 1 月起取消对加密货币矿商的电力补贴，瑞典数据中心预计离开挪威寻求在瑞典定居的矿业公司将掀起一波新的浪潮。2019 年1 月，在挪威运营的矿商将不得不支付相当于 0.019 美元/千瓦时的费用，高于当前补贴下的约 0.00056 美元/千瓦时。相比之下，据瑞典数据中心报道，瑞典支付的费用约为 0.00055 美元/千瓦时。,挪威比特币矿商由于失去电力补贴或将转移至瑞典,16:43,2018-11-27 20:03:25
6,据《财经》报道，波场曾在推出前期面临代码抄袭、白皮书剽窃、模仿 EOS 竞选等舆论风波，但现在市场对其评价总体上趋好。据一位接近波场的人士证实，坊间传言的波场被资金盘盯上了确有其事，「目前孙宇晨也下不来了，要想游戏继续下去，波场不得不开始做一些实事」。业内人士透露，或许资本市场是在为他的流量买单。,国内媒体：波场被资金盘盯上，「不得不开始做一些实事」,16:13,2018-11-27 20:03:25
7,加密货币研究员 Andrew Tar 的研究显示，有 24 个 ICO 项目一共筹集了 28 亿美元的资金，交易量却几乎为零。许多代币的流通量不到总量的 1%。例如上个月 TRAK 代币的日交易量仅略高于 2000 美元，其中几天的交易量甚至为 0，而这个项目通过 ICO 筹集了 5000 万美元。一个名为 Dragon 的项目筹集了超过 4.2 亿美元，成为历史上第六大 ICO，但每天的交易量不超过 6.5 万美元。,研究显示：24 个 ICO 项目共筹集了 28 亿美元，交易量却几乎为零,14:56,2018-11-27 20:03:25
8,初创公司 InVault 已从香港金融监管机构获得新信托许可证，将在中国特别行政区担任数字托管人。InVault 计划从去年 12 月开始提供加密货币托管服务。InVault 目前在中国大陆约持有 100 万个以太币，是大陆第一家进入香港市场的托管服务运营商。该公司得到风险投资基金 Matrix Partners China 的支持。,InVault 获得香港监管机构颁发的新信托许可证,14:42,2018-11-27 20:03:25
9,根据 Tokenview 数据显示，截止 14 时，24 小时成交额排行中成交额排名第一的是 BTC，其 24 小时成交额为 65.67 亿美元，占比为 34.9%；排名第二的是 USDT，其 24 小时成交额为 46.59 亿美元，占比为 24.76%；排名第三的是 ETH，其 24 小时成交额为 21.98 亿美元，占比为 11.68%；排名第四的是 EOS，其 24 小时成交额为 9.65 亿美元，占比为 5.13%；排名第五的是 XRP，其 24 小时成交额为 9.47 亿美元，占比为 5.03%。,BTC 近 24 小时成交额为 65.67 亿美元,14:28,2018-11-27 20:03:25
