,brief,header,pubtime,savetime
0,Ripple CEO Brad Garlinghouse 在一个活动上宣布，目前有三家金融机构开始正式商用 Ripple 旗下的 xRapid 产品。他表示，这三家公司分别是 MercuryFX、Cuallix 和 Catalyst Corporate Credit Union。尽管 Ripple 一直高调进行公关活动，但是之前的金融机构只是测试 xRapid 的产品。按照 Brad Garlinghouse 的说法，这三家公司现在已经决定正式使用 xRapid 的产品。这三家公司中，MercuryFX 和 Cuallix 主要业务是提供国际汇款服务，这两家公司之前参与了 xRapid 产品的测试活动；Catalyst Corporate Federal Credit Union 是 Ripple 新的合作伙伴，该机构主要向美国西部和西南部的信用联盟提供金融服务。,三家金融机构正式使用 Ripple 旗下的 xRapid 产品,07:14,2018-10-02 18:11:19
1,Nebulous CEO David Vorick 表示，该公司旗下的去中心化云储存平台项目 Sia 很快将进行分叉，以阻止比特大陆和 Innosilicon 等公司开发的 ASIC 矿机在 Sia 区块链上挖矿。分叉之后，Nebulous 旗下公司 Obelisk 生产的矿机将是唯一的 Sia 挖矿设备。,Sia 很快将分叉，阻止比特大陆和 Innosilicon 的 ASIC 矿机挖矿,06:58,2018-10-02 18:11:19
2,ConsenSys 宣布，向企业级区块链技术公司 DrumG 投资 630 万美元。DrumG 由 R3 前商务拓展负责人 Tim Grant 创立，主要立足于企业级以太坊和 R3 的 Corda 平台，向金融企业提供企业级分布式账本相关技术的应用。这是 DrumG 的 A 轮融资，ConsenSys 为唯一投资人；ConsenSys 创始人兼 CEO Joseph Lubin 将成为 DrumG 董事会成员。,ConsenSys 向企业级区块链技术公司 DrumG 投资 630 万美元,06:41,2018-10-02 18:11:19
3,著名加密货币场外交易机构 Cumberland 的全球交易负责人 Bobby Cho 向彭博社表示，对冲基金这样的机构投资者已经取代高净值人群（指持有加密资产高于 10 万美元的个人投资者），成为加密货币场外交易最大的买家；同时，加密货币矿工这样的大额卖家，也越来越倾向于通过定期出货的方式出售手中的加密货币，很多大型矿工已经设立起自己的交易团队，而不是像过去那样简单坐等市场反弹之后卸货。Bobby Cho 还表示，通过该公司完成的交易有大约三分之一发生在亚洲交易时段。Cumberland 是总部位于芝加哥的著名交易公司 DRW Holdings 旗下专门从事加密货币场外交易的机构。,Cumberland：机构投资者已经成为加密货币场外交易最大买家,06:23,2018-10-02 18:11:19
4,华尔街日报发表报道称，过去两年中，大约有 8860 万美元与犯罪活动相关的资金通过加密资产交易所完成洗钱过程。该报道称，总共有 46 家加密资产交易所涉及这些洗钱行为。华尔街日报尤其关注了通过 ShapeShift 的洗钱行为，称过去两年间，通过 ShapeShift 完成洗钱的资金大约有 900 万美元。ShapeShift CEO Erik Voorhees 驳斥了华尔街日报的报道，认为该金额仅占 ShapeShift 过去两年总交易金额的 0.2%，这个比例远小于通过银行体系洗钱的活动。,华尔街日报：过去两年约 8860 万美元洗钱活动通过交易所完成,06:04,2018-10-02 18:11:19
5,EOS 创始人 Dan Larimer 发推攻击了比特币和以太坊采用哈希算力投票改变规格的做法。他称：「当采用了哈希算力投票来改变规则的时候，中本聪那种去信任的政治自由货币的理念就不存于世了。真正的政治自由制度应该具有不变的规则。 但是比特币和以太坊现在却是可变协议，他们比 EOS 更容易与中国人勾结起来。」,EOS 创始人 Dan Larimer 发推称比特币和以太坊更容易被操控,00:21,2018-10-02 18:11:19
6,加密资产交易所 BitMEX 发布了一份研究报告，驳斥了认为通过以太坊 ICO 融资的区块链项目面临手头以太币贬值带来的抛售压力的说法。该报告追踪了 222 个通过以太坊融资的项目，它们通过 ICO 共融得价值 55 亿美元的以太币，但是 BitMEX 发现，这些项目基本上已经出清了同等价值的以太币，目前仅持有 380 万个以太币，仅为初始融资的 25% 左右。BitMEX 通过计算和研究认为，尽管目前以太币价格在 230 美元左右，但是那些现在手头还持有以太币的项目账面并不亏损，甚至还有账面盈利，所以不存在抛售压力。,BitMEX 研究认为以太币价格下跌并不伤及 ICO 融资项目,23:13,2018-10-02 18:11:19
7,据日本时报消息，知情人士透露，几家日本加密资产交易所组建的自律组织「日本虚拟货币交易所协会」计划设定一个上限，限制交易所用在线方式管理顾客数字货币资产的比例，从而减少加密货币被盗风险。消息人士透露，该限定比例有可能为总资产的 10%-20% 左右。通常而言，加密货币交易所应该通过离线的方式管理用户的大部分数字资产，以降低风险。但是最近 Tech Bureau 旗下加密货币交易所 Zaif 被盗事件反映出，该公司有可能把很大比例的顾客资产转至线上管理，结构导致了损失。,日本加密资产交易所自律组织计划限制交易所用在线方式管理顾客资产的比例，减少被盗风险,22:58,2018-10-02 18:11:19
8,总部位于伦敦的企业区块链技术公司 Gospel 完成 500 万英镑的 A 轮融资，投资方为 IA Ventures 和 Salesforce 风投。这是著名软件公司 Salesforce 旗下的风投部门首次出手投资区块链项目。Gospel 向大型企业提供区块链平台，帮助这些企业实现数据的安全管控。该公司创始人为 Ian Smith，他之前曾创立数据分析公司 Butterfly Software，后被 IBM 收购。Gospel 今年初获得了欧洲天使投资机构 LocalGlobe 领投的种子轮投资，当时获得 140 万美元融资。,Salesforce 风投首次出手区块链项目，投资企业区块链技术公司 Gospel,02:08,2018-10-02 18:11:19
9,EOS 涂鸦游戏 Pixel Master 火爆之后，该游戏的高仿品已经出现。链闻 ChainNews 观察到，一款名为「PixelFun」游戏已经进入 EOS 最活跃 DApp 排行榜的前十位，截止发稿时，位列第七。该游戏开发团队匿名，游戏界面、机制、收益分配方案和 Pixel Master 一模一样，只是游戏激活门槛设置为 20000 个像素，远低于 Pixel Master 。,模仿 Pixel Master 的新像素游戏 PixelFun 出现，已经进入最活跃 EOS 应用前十位,01:43,2018-10-02 18:11:19
