,brief,header,pubtime,savetime
0,据 Tokenview.com 数据显示，截止 11 月 22 日 18：00，BTC 近 6 小时内发生 14 笔超过 1000 BTC 的大额流转共 58630 BTC。其中有两笔是从 bitfinex 交易所流出，共 3434 BTC；最大一笔是 11:56:50，由 3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6 钱包地址转出 8888BTC。,BTC 近 6 小时内发生 14 笔大额转账共 58630 BTC,18:13,2018-11-23 20:55:39
1,TokenInsight ：Dash 是一种允许用户进行即时转账和匿名转账的支付通证。 Dash 于 2015 年由 Darkcoin 更名而来，并被广泛认为是 Litecoin 的基础代码型分叉。相比于 Bitcoin，Dash 通过增加主节点网络，使用户能够以更迅速、更私密的方式进行支付。另外，Dash 的主要竞争对手 Monero 和 Zcash 与其在隐私功能方面存在激烈竞争。在不损害 Dash 整个网络民主治理的情况下，主节点驱动的网络显著提高了 Dash 在交易速度和隐私保护方面的性能。然而，由于长期以来 Dash 通证本身价格的波动，其作为支付通证的功能受到较大影响。综上，TokenInsight 对 Dash 的评级为 BB，展望稳定。,评级机构：Dash 展望稳定，评为 BB,14:30,2018-11-23 20:55:40
2,根据 Tokenview 数据显示，24 小时成交额排行中成交额排名第一的是 BTC，其 24 小时成交额为 49.67 亿美元，占比为 33.52%；排名第二的是 USDT，其 24 小时成交额为 38.01 亿美元，占比为 25.65%；排名第三的是 ETH，其 24 小时成交额为 19.82 亿美元，占比为 13.37%；排名第四的是 EOS，其 24 小时成交额为 8.22 亿美元，占比为 5.54%；排名第五的是 XRP，其 24 小时成交额为 6.34 亿美元，占比为 4.28%。,近 24 小时市值前五的数字货币成交额排名及占比,14:29,2018-11-23 20:55:40
3,据悉，OSA DC 与国际零售巨头麦德龙 Metro Cash＆Carry 达成合作。麦德龙会将 OSA 技术部署到其供应链，来改善产品有货率。OSA 首席执行官 Alex Isaev 称：「与麦德龙的合作，将为 OSA DC 提供绝佳的机会，可以将区块链上基于人工智能的零售解决方案扩展到 100 多家制造商的产品库存中，涉及数十万件产品。区块链协议正在实际应用中试点，供应链的优化有望实现。」,OSA DC 与零售巨头麦德龙达成合作,13:58,2018-11-23 20:55:40
4,据媒体，姚前表示：未来央行数字货币还需要研究量子货币。量子货币可以解决经典数字货币最头痛的双花问题。理想的量子货币相当于同时结合了传统货币（纸币）和经典数字货币的优点，并避免了它们各自在本质上难以克服的缺点。当前，可部分应用量子技术为数字货币的设计和实现提供服务。,姚前：央行数字货币未来还需要研究量子货币,11:36,2018-11-23 20:55:40
5,据 Tokenview 数据显示：ETC 主链 11 月 22 日，这一天一个相同地址创建了约 11 万多个合约，比平时翻了上千倍，仍在不断增长，自 ETC 2016 年由 ETH 分叉而来，到目前为止一共才有 50 万个合约，也就是说有 1/5 的合约是昨天一天创建的，这约 11 万个合约都是由地址 0x0000000000b3f879cb30fe243b4dfee438691c04 创建的重复合约（重复合约是指合约代码完全一样的合约），分析认为其目的疑似为了攻击 ETC 主链，消耗主链的计算与存储资源，这些攻击还在持续发生；同时从链上数据分析发现，昨日 ETC 活跃地址数为 64070 个，较前日上升 145.33%；昨日 ETC 新增地址数为 31177 个，较前日上升 498.64%；表明 ETC 市场活跃度指标暴涨可能与该事件有关，建议投资者注意相关风险。,昨日 ETC 主链大量重复合约被创建，同时 ETC 市场活跃度指标暴涨,11:11,2018-11-23 20:55:40
6,欧洲风险投资公司 Outlier Ventures 发布 2018 年第三季度区块链全景报告，统计指出，截止 2018 年 11 月，风险投资机构在区块链及加密货币领域进行的投资从 2017 年的 9 亿美元增长至 28.5 亿美元，增长 316%；仅 2018 年第三季度，就有 119 起风投交易。报告指出，目前美国依然是该领域主要资金来源；截止 11 月，区块链领域已经出现 50 起并购交易。,报告：区块链领域风险投资较 2017 年增长三倍,08:26,2018-11-23 20:55:40
7,比特币算力难度近期出现大幅下滑。自 2018 年 8 月 27 日比特币算力难度创下历史高点之后，目前已经下降 44%。比特币价格大幅跳水是导致算力难度大幅下滑的主要原因。不过，如果从长期角度来看，目前比特币的算力水平依然不低，因为仅仅去年一年，比特币算力难度就增长了 4 倍有余。,比特币算力难度较历史高点下降 44%,06:28,2018-11-23 20:55:40
8,随着机构投资者正在进入加密货币投资领域，其对合格托管和保险服务的需求显著增加。机构投资者希望获得可以涵盖加密资产被窃风险的保险服务，但是据专业服务公司 Aon 提供的信息，目前市场上此类服务远远不能满足需求。目前市场上希望通过保险涵盖加密资产托管及交易所被窃风险的市场规模预计在 60 亿美元左右，相比之下，目前加密货币保险领域最大的客户 Coinbase 拥有的保单，只能覆盖价值 2.5 亿美元的加密资产。,机构投资者对加密货币保险需求旺盛，供应不足,05:50,2018-11-23 20:55:40
9,加密资产交易所 BitMEX 的首席执行官 Arthur Hayes 在发出的最新简报中狠批通过 SAFT 发行代币的项目，认为这些项目明年正式登陆二级市场之后，是否获得投资者认可尚不确定。Arthur Hayes 写道：「这些 SAFT 交易估值巨大，许多经验丰富的加密货币投资基金为其提供大量资金支持，但是这些项目能否在二级市场挂牌尚不清楚，即便这些项目在二级市场挂牌，似乎不会有什么人会买这些代币。看看市场上大量的代币供应，谁会买这些垃圾？」他认为，这些通过 SAFT 发行代币的公司，明年无法掩盖自己的亏损。Telegram、tZero 和 Filecoin 是目前市场上最著名的通过 SAFT 发行代币的项目。,BitMEX CEO：谁会买这些通过 SAFT 发行的垃圾代币？,05:13,2018-11-23 20:55:40
