,brief,header,pubtime,savetime
0,加密货币交易所 Seed CX 禁止大约 40 名员工进行加密货币交易。员工需要向合规团队提供他所有钱包地址的清单，以便有效地锁定他们的加密资产，并对他们的资产进行监控。这一政策的目的是避免员工和投资者产生利益冲突。,加密货币交易所 Seed CX 禁止员工进行加密货币交易,18:31,2018-12-14 20:03:10
1,PayPal 启动了一个基于区块链的内部员工激励计划，用加密代币奖励员工，但他们只有在 PayPal 内部才有价值。员工可以通过参加创新项目和贡献创意来获得代币，他们也可以交换代币。代币交易将记录在平台的区块链分类账上，并可兑换超过 100 种奖励或体验。这些活动包括与 PayPal 副总裁一起参加扑克比赛等。,PayPal 启动了一个基于区块链的内部员工激励计划,17:42,2018-12-14 20:03:10
2,日本政府公布了 2019 财年「税制修改大纲」，确认了关于虚拟货币的「公司税法」的新记载，从明年 4 月 1 日之后开始计算。日本政府此前曾表示，近年来，国税局已经建立了可以向虚拟货币交易所查询住址、姓名等个人信息的机制，并将其纳入到 2019 年度「执政党税制改革大纲」中，主要面对年收入超过 1000 万日元的交易者。,日本政府公布 2019 财年「税制修改大纲」，新增虚拟货币「公司税法」,16:38,2018-12-14 20:03:10
3,万向区块链董事长肖风在香港举行的「Hashkey 数字资产行业研讨会」上表示，区块链技术正处于逐渐成熟的阶段，作为大量区块链项目的投资者，他已经看到下一代公链、跨链、分片、分区等技术正在开发之中，预计很多项目会在 2019 年上线。他表示：「有些技术开发有难度，可能会有延期，但是总体来看，众多项目会在 2019 年交付，会对目前区块链基础设施的性能、安全性和易用性带来改善。」此外他还指出，在最近的以太坊开发者大会上看到众多开发者开始关注并且讨论客户体验问题，「这个趋势非常重要，客户体验不可能在 3 个月内完成，但是预计区块链产品易用性较差的问题有可能在两年左右被改善」。,万向区块链董事长肖风：成熟区块链技术将在 2019 年上线，客户体验瓶颈已被关注,16:17,2018-12-14 20:03:11
4,日本金融厅召开第 11 次加密货币交易所研讨会，根据官方资料，日本金融厅主要就虚拟货币交易、监管和 ICO 等七大方面进行讨论，整理如下：1. 虚拟货币交易所面临挑战的应对方式：加强客户资产的管理和保护，确保业务的合规性等。2. 虚拟货币不公平交易的应对方式。3. 虚拟托管业务的应对方式。4. 虚拟货币衍生品交易的应对方式。5. ICO 的应对方式。6. 引入商业法规的过渡措施。7. 将「虚拟货币」名称更改为「加密资产」。,日本金融厅研讨会主题：包括虚拟货币交易、监管和ICO等七大方面,15:33,2018-12-14 20:03:11
5,万向区块链董事长肖风在香港举行的「Hashkey 数字资产行业研讨会」上表示，2018 年数字资产泡沫的破裂，与 2000 年科技股泡沫破裂非常相似，泡沫的破裂会清除掉市场上有害的东西，帮助整个区块链行业健康发展。肖风指出，有五个趋势不容忽视：区块链技术正逐渐成熟，法律框架逐渐清晰，主流机构正在进入区块链领域，主流资金开始投资数字资产，另外，区块链的开发者们已经认识到需要解决技术易用性的问题。「这五个趋势让我相信，未来 10 年数字资产和区块链技术的发展前景非常光明」。,万向区块链董事长肖风：2018 年数字资产泡沫的破裂只会推动该行业健康发展,15:23,2018-12-14 20:03:11
6,澳大利亚国家词典中心近日公布了 2018 年度词汇的评选结果，「堪培拉泡沫」胜出，「Blockchain」（区块链）作为比特币（Bitcoin）等加密货币背后的技术，也因其在世界范围内的影响力而入围。,区块链入选澳大利亚 2018 年度词汇,14:38,2018-12-14 20:03:11
7,罗马尼亚交易所 CoinFlux 宣布，该公司的银行账户被冻结。CoinFlux 团队表示，由于最近开始的调查，他们正处于「暂时停止任何数字货币交易的情况」下。此前该交易所首席执行官 Vlad Nistor 因洗钱被捕。,罗马尼亚交易所 CoinFlux 银行账户被冻结,13:34,2018-12-14 20:03:11
8,基于对 1552 名日本互联网从业者的调查，网络安全公司 McAfee 发布 2018 年日本十大网络安全事件。其中，Coincheck 新经币（XEM）遭窃事件位居榜首，有 48.7% 的受访者对此有所了解，这一数字远高于其他上榜事件。此外，盗版网站「漫画村」窃用用户的设备算力进行加密货币挖矿一事排名第三。,McAfee 发布 2018 年日本十大网络安全事件，Coincheck 丢币事件位居榜首,12:20,2018-12-14 20:03:11
9,联想数据中心业务集团中国区首席架构师毕巍近日表示，区块链目前主要是内部改造，可能明年会发布真正的面向供应链管理和供应链金融的区块链端到端的解决方案。,联想或于明年发布基于区块链的供应链解决方案,11:32,2018-12-14 20:03:11
