,brief,header,pub_time,url
0,7月17日至10月30日期间，控股股东凯隆置业（恒大地产控股股东）累计增持公司4%股权，成交均价6.31元/股，累计耗资约4.5亿元。,恒大斥资4.5亿元抄底嘉凯城 累计增持4%股权,18:43,http://www.tmtpost.com/nictation/3561078.html
1,10月30日，美团点评通过内部信宣布进行新一轮组织升级，公司将在战略上聚焦Food+Platform，以“吃”为核心，组建用户平台，以及到店、到家两大事业群。,美团点评上市后首次调整架构：组建用户平台到店到家事业群,18:41,http://www.tmtpost.com/nictation/3561054.html
2,格力电器今日披露三季报，第三季度营收577.23亿元，同比增长38.46%；第三季度净利润83.12亿元，同比增长38.35%。,格力电器今日披露三季报，第三季度营收577.23亿元,18:05,http://www.tmtpost.com/nictation/3561003.html
3,人人车从未在任何公开场合公布估值，文中所称“估值13亿美元”为不实消息。,人人车回应融资传闻，估值13亿美元为不实消息,17:56,http://www.tmtpost.com/nictation/3560991.html
4,格力地产10月30日晚间公告，董事会同意对公司《章程》股份购回的相关条款进行修订。为维护公司价值及股东权益，经三分之二以上董事出席的董事会会议决议通过，可以购回公司股票。,格力地产：对公司章程有关股份购回的相关条款进行修订,17:53,http://www.tmtpost.com/nictation/3560986.html
5,小天鹅A三季报：前三季度实现营业收入174.2亿元，同比增长9.01%；实现净利润13.5亿元，同比增长17.85%。,小天鹅A三季报：前三季度实现营业收入174.2亿元,17:50,http://www.tmtpost.com/nictation/3560983.html
6,钛媒体10月30日消息，快手公司正式发布营销平台，意味着快手商业化提速。快手营销平台包括快手广告和快手商业开放平台两大部分，相关的产品包括信息流广告、品牌标签页广告等。,快手发布营销平台，与阿里、京东、拼多多组建“电商价值联盟”,17:48,http://www.tmtpost.com/nictation/3560979.html
7,近日，首个5G融合自动驾驶的国家科技重大专项，在河北雄安新区中国电信5G试验外场完成了由工信部组织的验收测试工作。由中兴通讯、百度和中国电信多方联合参与。,中兴通讯携手百度、中国电信完成5G融合自动驾驶专项验收测试,17:37,http://www.tmtpost.com/nictation/3560960.html
8,日本GREE社正式宣布与哔哩哔哩（B站）达成战略合作伙伴关系，双方将共同成立bg GAMES股份公司，共同开展手游业务以及Vtuber（虚拟油管偶像）业务。,B站与日本GREE社达成战略合作,17:25,http://www.tmtpost.com/nictation/3560947.html
9,海印股份今日晚间公告，因海印互联网小贷业务及经营发展的需要，公司拟3亿元向海印互联网小贷增资。完成后，海印互联网小贷的注册资本将由2亿元增加至5亿元。,海印股份：3亿元增资海印互联网小贷,17:12,http://www.tmtpost.com/nictation/3560928.html
10,人人车正在进行F+轮融资，融资规模约为1亿美元，估值13亿美元。,消息称人人车进行新一轮融资，估值13亿美元,16:58,http://www.tmtpost.com/nictation/3560903.html
11,东睦股份(600114)今日晚间公告， 公司单一第一大股东睦金属提议以集中竞价交易方式回购公司股份，回购总金额不低于5000万元，不超过4亿元。,东睦股份公告，东睦金属提议公司5000万元-4亿元回购股份,16:55,http://www.tmtpost.com/nictation/3560898.html
12,工商银行前三季净利2396.27亿元， 同比增5.1%。第三季度净利润791.85亿元，同比增长5.57%。,工商银行：前三季度净利2396亿元，同比增5.1%,16:42,http://www.tmtpost.com/nictation/3560878.html
13,永辉超市晚间披露三季报，公司2018年前三季度实现营业收入526.92亿元，同比增长21.67%；净利润10.18亿元，同比下降26.90%。基本每股收益0.11元。,永辉超市：前三季度净利10.18亿元，同比降27%,16:40,http://www.tmtpost.com/nictation/3560874.html
14,北汽蓝谷上市首份三季报：前三季度实现净利润1.3亿元，同比增长56.13%；第三季度实现净利润4568.8万元，上年同期盈利6710.5万元。,北汽蓝谷上市首份三季报：前三季度实现净利润1.3亿元,16:38,http://www.tmtpost.com/nictation/3560870.html
15,消费金融出海品牌Akulaku宣布完成7000万美元C轮融资。本轮融资由凡普金科集团领投、红杉印度、BlueSky Venture Capital、启明创投等机构跟投。,Akulaku获7000万美元C轮融资，凡普金科集团领投,16:34,http://www.tmtpost.com/nictation/3560863.html
