,brief,header,pubtime,savetime
0,慢雾安全团队表示，注意到某 EOS 竞猜类游戏合约使用自身余额做为随机数种子之一，黑客 ge4******qge 破解了此随机数算法，使用恶意合约计算最合适的下注金额并下注，从而改变了合约随机数种子，使得每次拿到的牌都是好牌，并加注加奖，循环此过程。慢雾安全团队提醒 DApp 开发者，不要依赖可控或可预测的随机数种子，只要感觉可被预测的都应该严肃对待，及时修补。,慢雾区：EOS 随机数攻击正在持续发生,19:29,2018-11-14 20:21:38
1,美国专利商标局 USPTO 公布美国银行 BOA 赢得了一个系统的专利，为企业存储客户的加密存款，该专利首次于 2014 年 6 月中旬提交，概述了企业级机构如何能够存储客户拥有的加密货币。,美国银行赢得新专利：在企业账户中存储客户的加密存款,18:01,2018-11-14 20:21:38
2,人人公司宣布，将人人网社交平台业务相关资产以 2000 万美元的现金对价出售予「多牛传媒」。早在今年 1 月 2 日，人人公司发布 RRCoin 白皮书，宣布将推出区块链项目人人坊以及代币 RRCoin。但不到一周的时间，就有消息传出称人人公司被监管约谈，并且 RRCoin 项目也被叫停。,人人网 2000 万美金卖身此前推出区块链业务,17:52,2018-11-14 20:21:38
3,区块链内容分发协议 Contents Protocol 项目已获得了得资本、Hash Capital、Spartan Group、Quest Capital、Jubliee Capital 的战略投资。Contents Protocol 内容协议是由 WATCHA Inc. 提供支持的分布式优质内容交换协议。在此协议上，内容提供商，平台和用户可以可持续地共存和合作。据悉，该项目将于 11 月 20 日参加由杭州市政府主办的「重构世界——2018 区块链新经济杭州峰会」。,区块链内容分发协议 Contents Protocol 获得 Hash Capital 等多家机构战略投资,17:23,2018-11-14 20:21:38
4,由亚洲区块链风险投资公司 Sora Ventures 举办的区块链峰会Sora Summit 中，量子链基金会创始人 Patrick Dai 表示 STO 监管要符合现行的证券法规，小型参与者很难入场 STO。Patrick 表示量子链基金会投资的重点在项目本身，看重真正能创造价值的项目，更喜欢投一些提供区块链解决方案和公链基础设施建设的项目。Patrick 认为社区很重要，大部分社区成员对币价涨跌很敏感，作为持币者，社区成员最关注的是所持 token 可以为其带来的最大收益是什么。同时 Patrick 认为目前只是加密货币市场寒冬的开始，而不是中间，可能到 2020 年才有转好的可能。他还表示，熊市仍是开始项目的好时机。,Patrick Dai：更看重区块链解决方案和公链基础设施建设,17:20,2018-11-14 20:21:38
5,由亚洲区块链风险投资公司 Sora Ventures 举办的区块链峰会Sora Summit 11 月 13 日至 14 日在澳门举办，台湾俗称「加密国会议员」的 Jason Hsu 表示区块链创新了人们在金融领域和日常生活中支付的方式，政府应当去了解和理解区块链技术，区块链从业者也有责任去为政府普及区块链技术和区块链应用，以此来建立一个长期稳定的区块链监管体系。此外，Jason 认为不能用 ICO 的法律框架来监管 STO，他认为用 token 来重新定义资产是一件很刺激的事情，STO 在监管合规层面还有很长一段路要走。,JasonHsu：STO 在法律合规层面仍有很长的路要走,16:47,2018-11-14 20:21:38
6,根据慢雾区情报，慢雾安全团队在 Twitter 上关注到以太坊漏洞问题，通过深入分析发现：如果用户在交易所提币或者通过钱包转账的时候，若没有设置 GasLimit 上限，当接收地址为合约地址的话将会导致恶意 Gas 消耗，慢雾安全团队第一时间通知了服务的交易所和钱包用户并提供了情报和解决方案：1）用户提币的时候判断是否是合约地址，如果是合约地址则不允许提币；2）转账的时候设置 GasLimit 上限，此处上限需要根据交易所实际业务场景设置如：6 万 - 10 万（推荐值 ETH: 90000 token: 150000）。,慢雾区预警: ETH 存在恶意消耗 Gas 攻击,16:19,2018-11-14 20:21:38
7,韩国区块链公司 MVL Foundation 与支付平台 OmiseGo 宣布建立战略合作伙伴关系，共同开发一个概念证明 POC，并开展技术协作和区块链相关研究。据报道，MVL 在新加坡推出了该国首个区块链打车应用 TADA，MVL 将在 OMG 网络上记录他们在的打车服务 TADA 生成的数据。,MVL 与 OmiseGO 达成合作，进一步推进区块链技术的大规模应用,15:57,2018-11-14 20:21:38
8,数链资本宣布正式战略投资区块链企业翼源区块链，CPChain 和 HPB 基金会参投，金额为千万级人民币，翼源区块链投后估值近亿元人民币。翼源区块链为贵阳翼帆金科和上海猿链共同组建，目前已有自主研发联盟链——翼源链，并在公链、安全多方计算和钱包等领域多方布局，其首席架构师由原上海保交所首席架构师、工信部通信院「可信区块链」专家组成员燕宝担任。目前，翼源区块链落地应用重点聚焦于物联网、金融和政务等领域。数链资本创始人史青伟表示，翼源区块链团队在行业积累多年，具备丰富的商业落地经验和深厚的落地能力，尤其在大型区块链工程项目上领先于同行，通过投资翼源也能更好推动商业场景落地。,数链资本携手 CPChain、HPB 千万级战略投资翼源区块链,15:00,2018-11-14 20:21:38
9,据证券时报，毕马威发布《中国零售服务业白皮书》。毕马威中国零售消费行业数字化服务合伙人毛健介绍：受到技术赋能影响，中国零售服务业呈现出阶段式发展，经历了工业时代、电商时代、移动时代，未来将走向数字时代。信用卡和第三方支付正在打开零售支付的新格局，区块链技术在支付领域的应用前景广阔，未来去中心化的支付权限认证和分布式的支付信息流加密将助力支付安全性进一步加强。,毕马威中国合伙人毛健：区块链技术在支付领域的应用前景广阔,14:38,2018-11-14 20:21:38
