,brief,header,pubtime,savetime
0,"据 TokenInsight 数据分析，近 24 小时内，BTC 链上转账数 292,620，同比 24 小时前上升 4.8%；链上活跃地址数 631,356，同比 24 小时前上升 12.5%；BTC 在中心化交易所 24 小时交易量 83.4 亿美元，同比 24 小时前增长 15.9%；近 24 小时内存储地址 BTC 数量同比减少 3,631 枚。独立分析师 James 认为，从数据上可以看出此次 BTC 价格大跌并非由多数持有者抛售所致，且存储地址 BTC 数量虽减少三千余枚，但与之前大跌相比，流出量明显减少，反映出市场依然对BTC有较大信心。存储地址即为 BTC 链上地址中用来存储 BTC 的地址，其资金流入流出反映投资者持有BTC的意愿强弱。",TokenInsight：BTC 链上主要指标均有所升高，场内投资者依然有较大信心,18:57,2018-11-15 20:07:21
1,据Bitcoin.com 24 小时算力统计，截至 17:30，Bitcoin.com 在 BTC 的算力较一小时前下降 48%，算力已经开始抽调至 BCH 网络。昨日 Bitcoin.com 发布公告将于北京时间 15 日 15:00 时开始借调 Bitcoin.com 所有算力支持 BitcoinABC/Bitcoin Unlimited 客户端生产 BCH 区块。,Bitcoin.com 的算力已经开始从 BTC 抽调至 BCH 网络,17:53,2018-11-15 20:07:21
2,据 Tokenview 数据显示，北京时间截止 17:00，支持澳本聪 CSW 的 Coingeek 矿池算力占比突然下跌，从 31.56% 降至 23.79%。而支持 BCHABC 的矿池如 BTC.com，算力占比并无大幅变动。而其他尚未标记的矿池占比从 27% 暴涨到 40.21%。,Tokenview：支持 CSW 的 Coingeek 算力占比暴跌,17:40,2018-11-15 20:07:21
3,从 11 月 14 日 晚间，比特币价格出现大幅下跌，当比特币价格跌至 5800 美元价位时，OKEx 上比特币期货合约下跌显著，引起连环爆仓。多位交易员向链闻 ChainNews 透露，市场出现异常变动一个可能原因是 OKEx 交易系统存在「限价漏洞」，当价格出现下跌之时，该系统限定用户只能发出高于实际市场成交价格的卖单，导致用户无法实时减仓，并出现爆仓；而在市场快速反弹的时候，又相反地使得用户不能发出正常市场上能够成交的限价单，发单价格被卡在远低于市场水平，也无法实现成交。多位交易员表示，一个最直接的现象就是，北京时间 15 日 00:20-1:40 之间，OKEx 系统上的比特币季度合约成交纪录极低，原因就是该时段出现价格反弹，但是 OKEx 系统限制用户只能发出低于实际市场成交价的卖单价格，所以用户无法成交。一家加密资产对冲基金交易员告诉链闻：「这样的漏洞造成的结果就是，当价格出现大幅波动下跌之时，OKEx 的用户无法卖出合约，无法减仓只能导致爆仓。」截止发稿之时，OKEx 未能向链闻 ChainNews 解释昨夜出现问题原因及可能解决办法。,独家：多位交易员称 OKEx 期货合约系统存在「限价漏洞」，或是昨夜市场异动原因之一,15:31,2018-11-15 20:07:21
4,据 Tokenview 数据显示，2018 年 11 月 15 日14:47:07，发生一笔 BTC 大额交易是币安冷钱包16ftSEQ4ctQFDt 开头的钱包地址向 34xp4vRoCGJym3x 开头的钱包地址于区块（550156）转出109234 BTC，价值约 6.14 亿美元。转入地址目前富豪榜排名第二。,币安冷钱包 BTC 大额转出，价值约 6.14 亿美元,15:08,2018-11-15 20:07:21
5,作为首个链上游戏开发平台，PLAYnetwork 结合了传统技术和区块链游戏，首次利用 RFID 技术建立区块链TR钱包，完成区块链落地产品 PlayTable。据了解，PLAYnetwork 已与游戏公司 CatanStudio、卡牌类游戏发行商 Asmodee 合作，获得游戏独家授权。目前由投资机构 JRRcrypto 领投，a16z crypto、Roarkfund、Questcapital、共识实验室等机构参投。,JRR Crypto 宣布投资新一代游戏生态 PLAYnetwork,14:52,2018-11-15 20:07:22
6,据路透消息，香港证券交易所网站显示，嘉楠耘智的香港 IPO 申请在提交了 6 个月后已经失效，筹资目标约为 4 亿美元。中国其他比特币矿商的前景受到质疑。消息人士表示，香港证券交易所对嘉楠耘智的业务模式和前景存在许多疑问，并且嘉楠耘智今年不能完成 IPO，因为港交所没有更新上市听证会。此外，亿邦国际的 IPO 今年也无法完成，比特大陆仍在接受港交所和证监会的问询。,嘉楠耘智的 IPO 申请已失效，消息人士称其今年无法完成 IPO,14:00,2018-11-15 20:07:22
7,据小葱，今日创新工场 CEO 李开复在 DVN CEO Summit 上表示，在中国加密（货币）是非法的，所以并没有进行研究。而在区块链领域，在进一步行动之前仍需观察三个方面：1、POW 问题如何解决。目前尚未出现解决方案。2、如何解决币、链捆绑过紧的问题。李开复表示，相信会出现与加密货币完全脱钩的区块链应用，但目前还没有看到。3、ICO是否会得到明确的监管。在监管方面，美国和欧盟已经有所行动，中国也有可能会跟随他们的步伐。但直到监管明确之前，自己都会继续持观望态度。区块链还在被证明的路上，需要给它更多的时间。如果区块链可以帮助解决一些问题，显而易见，智能合约是一个方向。,李开复：对区块链仍持观望态度,12:36,2018-11-15 20:07:22
8,币贝 ExShell 由原火币两位高管联合发起，聚集了传统金融、数字金融领域的运营和技术专家。对标世界前五大传统交易所的商业模式，为全球价值投资者提供更加高效的数字金融服务。11 月 12 日，币贝上线贝壳宝，一款活期数字资产理财产品，随存随取、0手续费。币贝将会陆续上线杠杆、跨链结算、机构账户、量化云、币贷、永续合约、期货期权等金融产品。了得资本在熊市期间对币贝的投资充分表明投资人对交易所团队的信任，对数字金融服务模式的信心。,了得资本数百万人民币战略投资币贝 ExShell 交易所,11:49,2018-11-15 20:07:22
9,"北京时间 11 月 16 日凌晨 00:40, Unix 时间戳 1542300000 之后，BCH 公链将进行硬分叉。PeckShield 分析认为，BCH 硬分叉将带来三种可能：1、BCH SV 基于现有算力的优势，向 BCH ABC 实施 51% 攻击，这可能迫使 BCH ABC 调动 BTC 算力与之对抗，最终反向实施 51% 攻击，造成两败俱伤的局面；2、分叉后其中一条公链可能因为挖矿和用户人数不够，无法长时间稳定出块，逐渐消亡；3、两条公链各自独立运营，现有 BCH 资产将出现较大异动，BCH 及分叉币未来短时间内存在大概率波动风险，甚至可能诱发行业性普遍波动。",PeckShield：BCH 硬分叉在即，短期行情将大概率波动,10:17,2018-11-15 20:07:22
