,brief,header,pubtime,savetime
0,本体 Ontology 与 Infinito 钱包正式宣布结盟。 Infinito 钱包宣布全面支持 ONT 主网和 ONG 代币，定于 11 月上旬全面实施。Infinito 钱包官方推特宣称两家还将寻求进一步的技术合作。本体是新一代高性能基础公有链，包括完整的分布式账本、智能合约体系支持。同时本体架构支持公有链网体系，除了提供基础公有链服务，通过本体区块链框架支持不同应用的公有链定制，并通过不同协议群支持链网协作。ONT 是本体的治理功能代币，ONG 是本体的燃料代币。,本体 Ontology 与 Infinito 钱包正式宣布结盟,18:46,2018-08-29 19:30:41
1,汤森路透基金会报道称，泰国曼谷一居民区正在使用区块链技术平台交易可再生能源，用户之间自行交易电力。该系统拥有 635 千瓦装机容量，可以在曼谷电网和一家购物中心、一所学校、一家口腔医院和一栋居民公寓楼之间进行电力交易。负责该网络建设的澳大利亚企业 Power Ledger 表示，下月将开始商业运营。,曼谷居民区试行区块链平台电力交易,18:16,2018-08-29 19:30:41
2,以太坊联合创始人 Vitalik Buterin 对于有关区块链发展应该专注于底层技术还是第二层功能发表意见，称「随着区块链技术越来越成熟，底层技术必然会稳定下来，第二层将承担越来越重的创新和改变的重担」。他表示主要原因是底层解决方案牵扯到协议的改变，自然牵扯到区块链治理问题。而去中心化本质导致区块链治理难度很大。,Vitalik：底层协议稳定后，第二层技术将承担更大的创新责任,16:59,2018-08-29 19:30:42
3,阿联酋加密货币初创企业 Adab Solutions宣布推出全球第一家符合伊斯兰教法的加密货币交易所 FICE。据报该交易所将拥有一个伊斯兰教法顾问委员会，由国际伊斯兰教法专家确保其交易完全符合伊斯兰教法的教义。,阿联酋推出全球首个符合伊斯兰教法的加密货币交易所,15:29,2018-08-29 19:30:42
4,据马耳他时报消息，马耳他议会已正式通过三项法案，为区块链、加密货币和 DLT 技术建立了第一个监管框架。这使马耳他成为世界上第一个为区块链、加密货币和 DLT 运营商提供官方法规的国家。,马耳他议会已通过三项法案，为区块链、加密货币等建立了监管框架,15:10,2018-08-29 19:30:42
5,开源去中心化网络 Stellar 报告其分布式账本注册账户突破 100 万，意味着自 7 月以来又增加了逾 30 万个账户。Stellar 代币恒星币 XLM 近期市值超过 40 亿美元，尽管近期市场行情低迷，恒星币市值依然有不俗增长，目前排名市值第六大加密货币。Stellar 近期还收购了旧金山的初创企业 Chain，后者为金融行业打造区块链技术。,Stellar 注册账户突破 100 万,14:35,2018-08-29 19:30:42
6,《华尔街日报》记者 Paul Vigna 近日接受 CNBC 采访时谈到，美国证监会 SEC 认为加密货币的分布式总账是很好的技术，不过目前交易过程涉及的人或者相关目的缺乏透明度，这是 SEC 否决比特币 ETF 的主要原因。他表示，传统金融市场在严密监管下依然存在大量造假和欺诈行为，而加密货币市场「风险要大得多，所有交易背后的原因都不透明。比特币和其它加密货币交易中被发现存在大量操纵行为，没人知道具体严重到什么程度。」,《华尔街日报》记者：SEC 否决比特币 ETF 是因为担心不透明,14:26,2018-08-29 19:30:42
7,据《每日经济新闻》消息，广州开发区金融局近日联合广州开发区经济和信息化局下发通知，禁止承办数字币推介活动。,广州禁止承办数字货币推介活动,12:51,2018-08-29 19:30:42
8,据 ZDNet 消息，澳大利亚国家区块链采用 Data61 和 IBM 联合建立的智能法律合同，允许当地公司能够使用基于区块链的智能合约来触发业务流程和事件，网络上的企业将能够使用数字化合同，交换数据并确认真实性和法律合同的地位。据悉，该智能法律合同是有英联邦科学与工业研究组织的 Data61、Herbert Smith Freehills 律师事务所与 IBM 合作建立的。,澳大利亚国家区块链采用 Data61 和 IBM 联合建立的智能法律合同,12:44,2018-08-29 19:30:43
9,NChain 首席科学家兼自称比特币创始人的 Craig Wright 通过推特发出警告，建议用户在压力测试前从 ViaBTC 取出 BCH。他说，因为在那一天，网络将进行压力测试以证明其功能，个人和团体计划在一天内发送数百万的 BCH 交易。Craig Wright 表示，ViaBTC 支持 8MB 块，而比特币现金网支持 32MB 块，在压力测试期间，小块支持者将会落后。,Craig Wright 警告 BCH 持有者在 9 月 1 日之前从 ViaBTC 和 Coinex 取出 BCH,12:32,2018-08-29 19:30:43
10,全国互联网金融工作委员会发布了《关于同意「共同合作推动链改行动计划」的复函》，文件中称，全国互联网金融工作委员同意与区块链改革（链改）全国行动委员会、中国通信工业协会区块链专业委员会共同合作推动链改行动计划。,全国互联网金融工委回函共同推动「链改行动计划」,12:27,2018-08-29 19:30:43
