,brief,header,pubtime,savetime
0,据新华社，比特币行情本轮暴跌由多重因素造成。首先，比特币市场存在严重泡沫已是各界共识，对比特币的市场行为本身是投机、而非投资，投机者「买涨杀跌」，特别是大额持有者的砸盘行为更容易助长恐慌性抛售。第二，正值全球风险资产呈“退潮”之势，股票等投资资产的价格也明显回调。主流投资者因担心比特币市场监管匮乏以及市场基础设施薄弱而鲜有涉足这一市场，加之今年比特币作为可支付货币的角色也在全球范围内进一步缩水，因而比特币暴跌虽可能重创投资个体，但对全球金融市场影响不大。,新华社：比特币暴跌可能重创投资个体，但对全球金融市场影响不大,18:56,2018-11-26 20:03:21
1,在 TokenInsight 发布的第 47 周（11 月 19 日 - 11 月 25 日） GitHub 代码更新排行榜中，IOST 名列第一，ZIL、ZSC、AE、SAN 分获二至五名。排名同时引入 RatingToken 针对 ERC20 合约的风险检测，满分 5.00，分数越低风险越高。按提交次数前五名具体数据为： IOST 262 次，2.80 分；ZIL 71 次，4.70 分；ZSC 69 次，3.00 分；AE 60 次，2.96 分；SAN 55 次，3.00 分。,第 47 周 GitHub 代码更新排行榜：IOST 名列第一,17:35,2018-11-26 20:03:21
2,1450 枚 BTC 最近被添加到 BitMEX 保险基金，这些 BTC 中的大部分将很快被锁定在该基金中。BitMEX 目前占比特币总交易额的 35％，达到 40 亿美元。BitMEX 使用保险基金来避免投资者的仓位被自动减仓。 该基金用来改进未被执行的强平委托的价格，以避免它们被自动减仓系统接管。,BitMEX 保险基金新增 1450 枚比特币,16:48,2018-11-26 20:03:21
3,根据 blockchain.info 的数据，比特币全网算力已经从 11 月 10 日的 4700 万 TH/s 下降到 11 月 24 日的 4100万TH/s，下降了近 13%。自去年11月中旬以来，由于比特币价格和哈希率全线下跌，已有 60 万-80 万矿工停业。F2pool 创始人神鱼在接受采访时表示，该公司的估算考虑到了网络哈希率的总体下降，以及旧矿机的平均哈希功率，这些旧矿机很难产生利润。,F2pool 神鱼：BTC 价格下跌导致 60 万矿工停业，哈希率下降近13%,14:45,2018-11-26 20:03:21
4,日本金融厅今日召开第 10 次加密货币交易所研讨会，会上提出：1、ICO 金融监管的基本思路：基于许多现存的欺诈案件，在适当寻求自我责任的同时，应建立一定的规定，保护用户并确保适当的交易，而不是禁止 ICO。2、与 ICO 代币一样具有流通程度高、信息不对称等共同特征的有价证券可以作为监管参考。,日本金融厅研讨会：应建立规定保护交易用户，而不是禁止ICO,12:35,2018-11-26 20:03:21
5,马来西亚财政部长林冠英表示，引入加密货币须经过国家银行 BankNegara 准许，因为他们有最终决定权。他在议会表示「政府不会阻碍，但必须按照规则行事。」,马来西亚财政部长林冠英：引入加密货币须经过国家银行准许,12:27,2018-11-26 20:03:22
6,据 TokenInsight ，自 4 月 15 日至 11 月 25 日，反映区块链行业整体表现的成份指数 TI 由创建初始基点 1000 点下跌至 349.45 点，跌幅为 65.05%。而同期 BTC、XRP、ETH、EOS、XLM 前五大通证价格跌幅分别为 53.41%、45.01%、78.66%、61.19%、46.96%，目前市值前五大通证占整个市场市值的 79.80%。,TokenInsight：区块链行业整体表现 TI 指数跌幅 65.05%,12:19,2018-11-26 20:03:22
7,据 Tokenview 数据显示，BTC 近 24 小时内链上交易额为 1056826.18 BTC，同比 24 小时前上升 15.71%，BTC 近 24 小时内链上交易数为 229761 笔，同比 24 小时前下降 7.43%；昨日 BTC 单笔超过 100 BTC 的大额转账共计 840 笔，较前日上升 50.0%。 昨日 BTC 活跃地址数为 550082 个，较前日下降 5.03%，较近 7 日 BTC 日均活跃地址数下降 12.6%；昨日 BTC 新增地址数为 257546 个，较前日下降 1.07%，较近 7 日 BTC 日均新增地址数下降 13.77%。 分析认为目前大额交易笔数暴涨促使链上交易额大幅上升，且前 200 名富豪榜持币比例上升， BTC 大户交易热情呈上升趋势，表现为其行情经过昨日的大幅下跌以后，市场反弹需求增大，市场大额资金迅速入场，形成较强的反弹动力。但是在活跃度指标方面，其活跃地址数和新增地址数仍为下降趋势，但下降速度放缓，市场散户资金呈现观望态度较强，鉴于目前整体盘面短期内走势较强，请投资者注意风险。,BTC 近 24 小时内链上交易额约为 42.51 亿美元，同比上升 15.71%,10:42,2018-11-26 20:03:22
8,"据 PeckShield 监测， 今天凌晨 01 时 22 分 ，USDT 出现 1 笔价值 5,000 万美元的大额转账。 1NTMakcgV 开头的 Tether Treasury 地址向 1KYiKJEfd 开头的 Bitfinex 交易所地址转入 5,000 万枚 USDT，块高度为：551481，交易哈希值为：fc4973d9b59deba3fa20045fd10c891212d85c50a038131266584eb7f8c32212。",数据监测：今天凌晨 Tether 新增发 5000 万枚 USDT,09:01,2018-11-26 20:03:22
9,TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 11 月 26 日 8 时报 371.76 点，较昨日同期上涨 9.08 点，涨幅为 2.5%。TokenInsight密 切关注的细分行业中，24 小时内涨幅最高的为商贸与租赁应用行业，涨幅为 5.2%；24 小时内跌幅最高的为医疗应用行业，跌幅为 4.32%。BTC全 网交易额较昨日上升 66.33%，且前 100 地址 BTC 存储数量连续7日小幅上升。BCtrend 分析师 Jeffrey 认为市场近 3 日换手率高达 7%～10%，大额资金匀速进场，缓慢修复需求加大。,TokenInsight：BTC 全网交易额大幅上升，大额资金匀速进场,08:53,2018-11-26 20:03:22
