,brief,header,pubtime,savetime
0,据 RatingToken 监测数据显示，当前市值 500 万美元以上（不包含 500 万美元）项目 253 个。近 30 日 85.37% 的监测项目 Telegram 社区日均超过 1 条聊天信息，Telegram 社区最活跃的项目分别是：Binance（BNB）、Ripple（XRP）和 COSS（COSS）。,RatingToken：八成监测项目 Telegram 社区仍有活跃,18:50,2018-12-13 19:43:42
1,在瑞士巴塞尔举行的 Hyperledger 大会上，英特尔首席技术专家、Hyperledger 技术指导委员会主席 Dan Middleton 在演讲中介绍了 Hyperledger 在新的密码工具箱 Ursa 以及 PSWG 技术取得的最新进展。Dan Middleton 在演讲中公布了 Hyperledger 新推出的项目「Voldemort」。他解释道，这个项目名称目前没有完全确定。新项目将是一条供应链。,超级账本 Hyperledger 推出新的供应链项目「Voldemort」,17:35,2018-12-13 19:43:42
2,委内瑞拉政府已强制将居民养老金的支付方式转换为石油币，而此前养老金均由该国法币玻利瓦尔支付。据悉，用户将石油币钱包连接到养老金门户网站即可提取资金，并可将石油币兑换成玻利瓦尔。,委内瑞拉已强制将居民养老金支付方式转换为石油币,16:37,2018-12-13 19:43:42
3,剑桥大学新兴金融研究中心（CCAF）正式发布第二次「全球加密资产基准研究」结果。这份共 96 页的报告共调研了全球 47 个国家的 180 多个企业和机构，展示了全球加密资产行业发展趋势。报告指出，尽管比特币价格在今年下跌近 80％，但是加密货币的已验证用户数量在前三个季度几乎翻了一番，从 1800 万增加到 3500 万，而各类加密资产服务商拥有的用户账户总数超过了 1.39 亿 ，不过其中仅有 38% 的用户属于活跃用户。中国依然是矿场主要运营地，而美国和加拿大矿场增长显著。「全球加密资产基准研究」是全球加密行业从业者、决策者、政策制定者和研究人员了解该行业发展趋势的权威报告，世界银行和金融稳定委员会（FSB）发布的官方报告中，均援引了「全球加密资产基准研究」第一版报告的成果和数据。作为中国领先的加密资产及区块链专业媒体，链闻 ChainNews 是本次研究的战略合作伙伴。,剑桥大学第二次「全球加密资产基准研究」发布，调查显示加密货币已验证用户增长显著,16:30,2018-12-13 19:43:42
4,钱包 My EOS Wallet 开发者 altShiftDev 近期对 EOS 超级节点进行的一项调查显示，排名 1～ 21 位的 EOS 超级节点的盈亏平衡点为每枚 EOS 价格在 4.04 美元以上，排名 22～ 42 位的 EOS 超级节点的盈亏平衡点为每枚 EOS 价格在 4.35 美元以上。排名 1～ 21 位的 EOS 超级节点中有 8 个团队回应了该调查，排名 22～ 42 位的 EOS 超级节点中有 10 个团队回应了调查。目前 EOS 价格已经跌破 2 美元。,调查：EOS 超级节点盈亏平衡点为每枚 EOS 价格在 4 美元以上,15:45,2018-12-13 19:43:42
5,密码管理及加密托管公司 Dashland 于发布了年度「最差密码使用人群」榜单，加密货币投资者排在第三位。这个榜单将一些个人和组织所犯的密码相关错误列出，教育公众如何有效更安全地设置和管理密码。Dashlane 提出了三条建议。第一，所有的账户，包括电子邮件、服务器、应用程序以及其它包含个人数据的内容都应该设置密码；第二，使用强密码，建议密码超过八个字符且包含字母、数字及符号，并避免使用生日作为密码；第三，不同账户应设置不同的密码。,加密货币投资者上榜「最差密码使用人群」,14:57,2018-12-13 19:43:42
6,剑桥大学新兴金融研究中心（CCAF）发布一项研究显示，尽管比特币年内下跌近 80％，加密货币的已验证用户数量在前三个季度几乎翻了一番，从 1800 万增加到 3500 万。大多数用户都是散户，可能是投机者或长期投资者。由于市场波动，加密货币几乎不用于商业。同时，加密账户的数量也在增加，单个用户可能拥有多个帐户。,研究显示：今年前三个季度加密货币的已验证用户数量几乎翻番，大多为散户,13:42,2018-12-13 19:43:42
7,最少四家 Basis 的投资机构告诉链闻，目前尚未获得该项目团队将停止运营、向投资者退回投资资金的正式沟通邮件。截止发稿时，Basis 创始人 Nader Al-Naji 和 Josh Chen 也未回应链闻的相关问询。Basis 是一个稳定币项目，由三位普林斯顿大学毕业生 Nader Al-Naji、Lawrence Diao 和 Josh Chen 创建。据加密货币媒体 The Block 报道，该项目已经决定停止运作，正在向投资者退回投资。该团队计划通过一种「算法中央银行」的模式，用纯算法实现币值的稳定，在 4 月中旬获得了包括谷歌创投、贝恩资本、Andreessen Horowitz 和光速投资在内的几家硅谷最著名风险投资公司，以及前任美联储理事凯文·沃什 Kevin Warsh、对冲基金大佬斯坦利·德鲁肯米勒 Stanley Druckenmiller 的共同投资，融资金额高达 1.33 亿美元。包括 MetaStable、Polychain、Pantera、币安孵化器在内的众多知名加密资产投资机构，以及国内的真格基金、策源创投等机构，均参与该项目的投资。,Basis 部分投资机构：目前尚未获得该项目将退回投资资金的消息,13:25,2018-12-13 19:43:42
8,"据 DAppTotal 数据显示，12 月 12 日（昨天）EOS 上的 CPU 资源消耗排行前十的 DApp 分别为：BetDice、EOS Max、Fastwin、MyEosVegas、ToBet、Fishjoy、EOSJacks、Endless Dice、BIG GAME、BLACKJACK - EOS Poker。其中排名第 1 位的 BetDice CPU 消耗量达到了 2,345,147.01ms，占全网 CPU 总消耗的 32.32%，Top 10 DApps 消耗的 CPU 占据了全网 CPU 资源的 84.15%，且全部都是竞猜类 DApp 游戏。受此影响，昨天的 CPU 抵押价格最高达到了 3 个 EOS 每毫秒，意味着玩家玩一次游戏约需要抵押 4 个 EOS（以 BetDice 为例）。现有 CPU 资源的上限，可能会成为制约更大规模 DApps 应用普及的一大因素，DApp 开发者需要注意优化 CPU 资源使用。此前因 DApp 导致的 CPU 资源紧张问题，EOS 主网已经进行了 3 次上限调整，最新 CPU 资源为初始值 10% 的 2.5 倍。",DAppTotal：EOS CPU 资源吃紧，竞猜类 TOP10 游戏消耗全网 CPU 资源 84.15%,12:15,2018-12-13 19:43:42
9,「微信之父」张小龙在腾讯 2018 年的员工大会上表示，互联网的元设定是：当信息足够公开，话语权足够平等，并且时间足够长，最终的结果一定是最好的。互联网的一些旁支，如开源社区、云计算、区块链，也更是建立在这个设定上。开源系统、开源软件不等于就是安全，它只是比闭源系统「更可能安全」。云计算的服务支撑能力也并不是真的无限可扩展，它只是在假设条件下，一定空间上的可伸缩。微信创始团队成员陆树燊发布《解读张小龙 2018 年会语录》称，区块链更是一个美好的技术理念，但它所建构的基础，却诚然是我们「肮脏」的物理世界，「腐朽」的人性社会。,辟谣：张小龙表示「区块链是一个美好的技术理念」系微信创始团队成员解读,11:48,2018-12-13 19:43:42
