,brief,header,pub_time,url
0,松下首次发布全画幅无反相机产品，并发布了三款镜头,最高4700万像素，松下发布全画幅微单S1/S1R及三只镜头,19:35,http://www.tmtpost.com/nictation/3496460.html
1,深交所就贾跃亭所持股份被动平仓减持及解除质押股份可能被处置等事项，及有媒体报道的孙宏斌将全面接手乐视的消息，发布关于对乐视网信息技术（北京）股份有限公司的问询函。,深交所发问询函，要求乐视网说明“孙宏斌将全面接手乐视”是否属实,19:32,http://www.tmtpost.com/nictation/3496454.html
2,小猪佩奇商标在华遭遇恶意抢注，“根据侵权销售的绝对数量，可以毫不夸张地说，仅在中国，我们已经损失了数千万美元。”,小猪佩奇著作权利人：商标在华被恶意抢注，损失数千万美元,19:14,http://www.tmtpost.com/nictation/3496424.html
3,范思哲是世界上仅存的独立时尚品牌之一。Michael Kors希望通过并购一些品牌，与欧洲的奢侈品巨头竞争。,Michael Kors被曝洽购范思哲，交易估值约20亿美元,18:39,http://www.tmtpost.com/nictation/3496289.html
4,京东股价在周一再次大幅下滑，股价也创下2017年以来的新低，而在今年，其股价的整体表现也欠佳，目前跌幅已超过40%，本月是已下跌21.7%。,京东股价今年跌幅已超过40%，本月已下跌21.7%,18:15,http://www.tmtpost.com/nictation/3496254.html
5,谷歌现在正在利用人工智能检测技术发布洪水警告，这一试验性的灾难通报项目将首先从印度开始启动，帮助人们更好地为这种情况做好准备。,谷歌正用AI技术为印度人预报洪水,18:00,http://www.tmtpost.com/nictation/3496234.html
6,钛媒体讯，9月25日消息，荣耀正式发布8X系列魅焰红版本，这是继幻夜黑、魅海蓝两色后的又一全新配色，发布会现场还宣布papi酱当选荣耀首席弹幕官。,papi酱当选荣耀首席弹幕官，荣耀8X系列魅焰红版发布,17:56,http://www.tmtpost.com/nictation/3496227.html
7,最近，高德地图的打车业务已上线支付宝小程序，用户通过支付宝搜索即可查询和体验。在上线小程序后，支付宝用户可方便地体验高德打车服务。,高德打车上线支付宝小程序，双方合作打、造一站式出行,17:35,http://www.tmtpost.com/nictation/3496196.html
8,苏宁智能产品2018秋季发布会上，苏宁智能终端公司发布苏宁小Biu智能音箱极智版、智能闹钟，苏宁极物系列智能魔镜等10款智能硬件产品,苏宁发布10款“苏宁极物”，宣布进军智能生活硬件领域,17:14,http://www.tmtpost.com/nictation/3496163.html
9,为了支持富士康的自动驾驶车辆，威斯康辛州当地将投入重金对道路进行升级，成为支持自动驾驶汽车的智能道路系统。,美国威斯康辛新建智能道路，支持富士康无人车运输,16:50,http://www.tmtpost.com/nictation/3496120.html
10,福布斯中国发布10大女性CEO榜单，格力电器的董明珠位居榜首，位居第二的是天齐锂业的吴薇。,福布斯中国10大女性CEO，董明珠居首,16:28,http://www.tmtpost.com/nictation/3496079.html
11,数字音乐平台网易云音乐宣布，目前平台已经与等众多独立音乐人达成深度合作，共同探索音乐传播新生态，携手助推原创音乐新发展。,网易云音乐宣布与众多独立音乐人达成深度合作,15:58,http://www.tmtpost.com/nictation/3496020.html
12,针对昨日媒体关于无印良品北京某门店“不配合工商抽检”的报道，今日无印良品称已经根据工商局要求提交的商品（合计7件家具商品）的在库情况，寄送至北京店铺后完成提交。,无印良品回应不配合抽检事件：库存检索系统或存问题,15:47,http://www.tmtpost.com/nictation/3495997.html
13,刘强东明州事件爆发后，章泽天在朋友圈首度发声：只要一家人在一起，便是圆满；章泽天称，“惟愿守得云开见月明”。 在刘强东明州性侵事件爆发后，章泽天此前一直保持沉默。,刘强东事件章泽天首发声：只要一家人在一起，便是圆满,15:28,http://www.tmtpost.com/nictation/3495966.html
14,我们必须明确地告诉大家，科大讯飞没有造假。科大讯飞从未“隐瞒”转写同传声音；我们将用法律武器维护公司声誉。,科大讯飞发文称没有造假，将用法律武器维护公司声誉,15:20,http://www.tmtpost.com/nictation/3495949.html
15,9月25日下午消息，今天，百度与Intel共同发起的“5G+AI边缘计算联合实验室”正式揭牌成立，旨在加速国内边缘计算（MEC）技术研发。,百度与Intel成立5G+AI边缘计算联合实验室,14:52,http://www.tmtpost.com/nictation/3495908.html
16,随后，执法人员依职权要求到柜台检查与被抽检商品相关的票证账簿、货源、数量、存货地点、存货量、销售量等信息，遭到当事人拒绝。,无印良品拒不配合工商抽检，商品信息全部清空,14:20,http://www.tmtpost.com/nictation/3495861.html
17,十一小长假进入倒计时，今天全球移动支付十大机场、十大商圈、十大中国城、十大奥特莱斯联合宣布：旗下热门商户超九成支持支付宝付款，中国游客来了，可以不带钱包。,支付宝宣布首批40个达标目的地出游不用带钱包,13:35,http://www.tmtpost.com/nictation/3495792.html
18,京东金融表示：之所以进行更名，是因为当前集团除了数字金融业务之外，还推出了其它数字化业务，数字科技更能体现集团整体定位。,京东金融推出线上信贷平台，扩大金条申请,13:24,http://www.tmtpost.com/nictation/3495780.html
19,他在给谷歌员工的一封电子邮件中强调:“我们的产品不会偏向任何政治议程。”,谷歌CEO皮查伊内部信：我们的产品没有政治偏向,13:19,http://www.tmtpost.com/nictation/3495775.html
20,牛电科技在招股书中透露，品牌、创新、分销网络、外部供应商、质量、隐私等问题可能会成为公司业务中的风险因素。,牛电科技披露风险，公司高度依赖线下分销网络,13:03,http://www.tmtpost.com/nictation/3495756.html
21,ofo小黄车发布声明回应称：媒体报道“ofo利用GSE进行融资”不实；ofo与GSE仅为市场合作伙伴关系。,ofo小黄车：媒体报道“ofo利用GSE进行融资”不实,13:00,http://www.tmtpost.com/nictation/3495750.html
22,加拿大网络安全高层表示，没有必要效仿美国和澳大利亚—排除中国电信巨头华为参与下一代5G网络建设。,加拿大高层：鉴于强大的网络安全保障，无需禁止华为,12:41,http://www.tmtpost.com/nictation/3495726.html
23,马云认为，未来首先要改变的是教育，新技术带来最大挑战是工业时代的教育方式。,马云联合国探讨数字经济发展：未来首先要改变教育,12:37,http://www.tmtpost.com/nictation/3495721.html
24,9月25日消息，为了防止儿童观看手机屏幕太近，腾讯视频APP团队最近开发了一个叫“护眼实验室”的功能。,腾讯视频APP推出“护眼实验室”功能,12:29,http://www.tmtpost.com/nictation/3495710.html
25,郭台铭称，马云说“未来的制造业竞争力将不在制造行业本身”，这一点他“强烈不同意”,郭台铭：未来制造业竞争力仍在制造业本身,12:10,http://www.tmtpost.com/nictation/3495689.html
26,根据iFixit和TechInsights两个知名拆解团队的说法，苹果最新发布的iPhone XS和iPhone XS Max手机已经完全看不到三星和高通元件了。,苹果去三星和高通化见成效，新手机元件更换,11:58,http://www.tmtpost.com/nictation/3495671.html
27,9月25日上午消息，今天，百度宣布智能小程序开放申请：即日起开发者只要通过搜索“百度智能小程序”或百度App语音搜索“智能小程序学院”就可以找到申请入口。,百度智能小程序开放申请，首批开源联盟名单公布,11:43,http://www.tmtpost.com/nictation/3495643.html
28,很多国外用户表示iPhone Xs系列的蜂窝信号非常差，相比全年推出的iPhone 8系列以及iPhone X系列都存在着明显差异。,iPhone Xs/Xs Max再陷“信号门”，大量网友开始不满,11:40,http://www.tmtpost.com/nictation/3495638.html
29,9月25日早间消息，小牛电动向SEC提交招股说明书，计划在IPO中募集最多1.5亿美元，拟在纳斯达克上市。,小牛电动今年上半年净亏损3.149亿元，去年亏1.847亿元,11:36,http://www.tmtpost.com/nictation/3495633.html
30,9月25日消息，一年一度的微软Ignite大会如约在美国佛罗里达州的奥兰多开幕。,微软发布面向Windows和macOS的Office 2019正式版,11:20,http://www.tmtpost.com/nictation/3495593.html
31,9月25日至10月15日，北京市各区住房城乡建设主管部门对本辖区房地产开发项目进行抽查，发现问题责令整改，并依法进行处罚或采取相应处理措施。,北京市住建委对房企落实安全责任进行专项检查,11:12,http://www.tmtpost.com/nictation/3495567.html
32,据国外媒体报道，知名苹果分析师郭明錤(Ming-Chi Kuo)表示，市场对尺寸更大的iPhone XS Max的需求是iPhone XS的三倍多。,分析师称iPhone XS Max首周末需求量是XS三倍多,10:52,http://www.tmtpost.com/nictation/3495536.html
33,9月25日消息，据知情人士透露，Facebook将于下周推出一款AI驱动的视频聊天设备，也就是传言中的“Portal”，直接对标亚马逊的Echo Show。,Facebook进军智能家居市场，对标亚马逊Echo Show,10:35,http://www.tmtpost.com/nictation/3495504.html
34,科大讯飞称，此前发帖质疑科大讯飞AI翻译技术的一名同声传译负责人电话后，对方为言辞激烈与不妥致歉，,科大讯飞：与发帖质疑科大讯飞AI翻译技术者达成谅解,10:27,http://www.tmtpost.com/nictation/3495492.html
35,据《纽约时报》援引知情人士话称，Instagram联合创始人凯文·斯特罗姆（Kevin Systrom）和麦克-克雷杰(Mike Krieger)已辞职，并将在未来几周内,传Instagram两位联合创始人辞职，未来几周内离开公司,10:20,http://www.tmtpost.com/nictation/3495483.html
36,小牛电动招股书显示，李一男持有43.8%股份，为小牛电动第一大股东。高管及董事团队持股26.5%。,李一男为小牛电动第一大股东，持股43.8%,10:17,http://www.tmtpost.com/nictation/3495478.html
37,9月25日，近日在和腾讯科技的对话中，荣耀产品业务部副总裁熊军民表示，荣耀Magic 2将采用石墨烯技术。,荣耀产品总裁熊军民：Magic 2将采用石墨烯技术,10:15,http://www.tmtpost.com/nictation/3495474.html
38,消息人士透露，戴尔计划本周与多家银行就IPO承销展开讨论。,传戴尔与银行讨论，计划放弃借壳上市，改为IPO,09:55,http://www.tmtpost.com/nictation/3495445.html
39,9月25日上午消息， 停牌逾8个月的海航科技今日复牌跌停。,海航科技复牌跌停，此前宣布终止收购当当网,09:49,http://www.tmtpost.com/nictation/3495436.html
40,星巴克首席执行官Kevin Johnson在邮件中宣布，星巴克将做出重大改变，调整公司组织架构，涉及从高层开始的裁员。,星巴克将宣布重大重组和裁员方案,09:25,http://www.tmtpost.com/nictation/3495399.html
41,9月25日消息，中国移动日前在与网民代表的相关沟通活动中表示，将重新上架8元套餐，并加大力度推广低门槛套餐。,中移动恢复8元“保号套餐”，实现每兆流量1分钱以内,09:16,http://www.tmtpost.com/nictation/3495385.html
42,9月25日消息，据国外媒体报道，苹果和Salesforce将结成合作伙伴关系，后者将把苹果Siri语音助理等功能引入自己广泛应用于销售和营销行业的应用中。,苹果和Salesforce合作，为企业应用提供Siri服务,09:07,http://www.tmtpost.com/nictation/3495372.html
43,9月25日消息，据国外媒体报道，NASA希望大家能助其一臂之力，研发人类在火星上生存所需的新技术。,NASA发起“百年挑战计划”：二氧化碳转化为葡萄糖,09:05,http://www.tmtpost.com/nictation/3495369.html
44,钛媒体9月25日消息，企业学习领域领先的生态化服务机构“云学堂”完成C轮第一期融资，本轮融资由云锋基金领投，老股东SIG（海纳亚洲）等跟投。,云学堂获得云锋基金领投的C轮融资,09:02,http://www.tmtpost.com/nictation/3495365.html
45,一位前Facebook合同工向公司发起诉讼，指控在审查了平台上那些令人不适的图片后遭受精神创伤的内容版主没有获得公司适当的保护。,前Facebook内容审核员起诉公司：受精神创伤Facebook不闻不问,08:44,http://www.tmtpost.com/nictation/3495343.html
46,美团外卖表示：经查，该报道暴露出审核环节的一些问题。,美团外卖回应“三无外卖店上线”：将尽快落实整改,08:40,http://www.tmtpost.com/nictation/3495337.html
47,9月25日消息，据CNBC消息，微软、SAP和Adobe周一宣布，它们正在联手推出一项“开放数据倡议”，帮助客户更多地利用自己的数据。,微软、SAP和Adobe成立联盟，提出开放数据倡议,07:59,http://www.tmtpost.com/nictation/3495288.html
48,卫星广播公司Sirius XM Holdings（SIRI）计划以全股票交易方式收购音乐流媒体服务潘多拉公司（PandoraP），交易价值35亿亿美元。,卫星广播巨头SiriusXM将以35亿美元收购潘多拉公司,07:47,http://www.tmtpost.com/nictation/3495274.html
49,毕马威最新发布的报告指出，香港有望成为2018年全球最大的IPO市场。,毕马威称香港或成今年全球最大IPO市场,07:45,http://www.tmtpost.com/nictation/3495271.html
50,9月25日早间消息，小牛电动向SEC提交招股说明书，计划在IPO中募集最多1.5亿美元。其价格区间、发行量等信息暂未透露。,小牛电动在美提交招股书，最多募资1.5亿美元,07:31,http://www.tmtpost.com/nictation/3495255.html
51,苹果公司还宣布，将“很快”从Shazam应用中删除所有广告，这肯定是一个深受Shazam用户欢迎的消息。,苹果公司完成对热门音乐识别应用Shazam的收购,07:30,http://www.tmtpost.com/nictation/3495253.html
52,9月25日消息，Snapchat正在与亚马逊合作，让其用户可以通过摄像头来购买商品。,亚马逊牵手Snapchat，用户可以“扫一扫”购物,07:21,http://www.tmtpost.com/nictation/3495241.html
53,9月25日凌晨消息，受到创始人刘强东案新进展影响，京东今天收盘报24.51美元，跌幅达7.47%，盘中跌幅最大达8.14%。,刘强东案再起风波，京东收盘跌幅达7.47%,07:18,http://www.tmtpost.com/nictation/3495229.html
54,航天电子公告，公司与顺丰控股共同投资、联合研制的飞鸿98大商载远程无人运输机系统完成首飞试验。,航天电子：与顺丰联合研制的无人运输机系统首飞成功,16:25,http://www.tmtpost.com/nictation/3494180.html
55,今日路透社发布长文，详细讲述了刘强东在明尼苏达涉嫌强奸的那一夜，其中，女主角微信聊天记录首次曝光，称刘强东强迫与她发生性关系。,刘强东代理律师：路透社报道与事实不符,15:35,http://www.tmtpost.com/nictation/3494121.html
56,据外媒体报道，知情人士日前表示，在今年早些时候搁置IPO这一选择后，戴尔科技公司现正在考虑通过从投资者手中回购一种特殊类型股票来进行IPO。,传戴尔欲回购股票进行IPO,14:57,http://www.tmtpost.com/nictation/3494076.html
57,国务院新闻办公室24日发表的《关于中美经贸摩擦的事实与中方立场》白皮书说，中美建交以来，双边经贸关系不断发展，贸易和投资等合作取得丰硕成果，实现了优势互补、互利共赢。,白皮书：中美经贸合作是双赢而非零和博弈,14:01,http://www.tmtpost.com/nictation/3494016.html
58,吉利汽车（00175.HK）24日午间公告，公司与吉利控股订立许可协议，同意向吉利控股授予知识产权及前景知识产权，吉利控股获淮将知识产权及前景知识产权分授权予宝腾集团。,吉利汽车：拟13.44亿元向吉利控股授予知识产权,13:19,http://www.tmtpost.com/nictation/3493967.html
