,brief,header,pub_time,url
0,,联合英特尔，中国移动发布智能视频边缘计算解决方案,20:00,http://www.tmtpost.com/nictation/3634925.html
1,,OPPO刘畅：未来用户真正需要的是5G+体验,19:54,http://www.tmtpost.com/nictation/3634918.html
2,,携程高铁游升级，首月日订单峰值10万单,18:37,http://www.tmtpost.com/nictation/3634819.html
3,,央行余文建：数字技术将对传统征信数据起到补充作用,15:56,http://www.tmtpost.com/nictation/3634567.html
4,,360金融下周五在美上市，预计募资5735万美元,15:49,http://www.tmtpost.com/nictation/3634558.html
5,意大利竞争局（Competition Authority）周五以出于商业目的使用用户数据为由，对Facebook处以两笔总额1000万欧元（约合1140万美元）的罚款。,因滥用数据，Facebook被意大利罚款约1140万美元,15:48,http://www.tmtpost.com/nictation/3634555.html
6,对此，日产公司当天召开记者会向公众道歉，并宣布将于本月13日向日本国土交通省提出申请，召回包括小型卡车、电动车在内的11款车型，共计约15万辆汽车。,日产再曝六个项目存在质检违规，将召回15万辆车涉及11款车型,15:38,http://www.tmtpost.com/nictation/3634539.html
7,华为5G总裁杨超斌透露，今年12月底之前，华为将完成与5家芯片厂商的互操作测试。,华为5G总裁杨超斌：12月底前与5家芯片企业完成互操作测试,15:15,http://www.tmtpost.com/nictation/3634515.html
8,近期，中通智能驾驶客车在青岛正式开启公开路况的常态化示范运营。,中通智能驾驶客车正式开始开放路况示范运营,15:00,http://www.tmtpost.com/nictation/3634497.html
9,李正茂直言，中国移动在2.6GHz和4.9GHz新频段上发展5G网络存在挑战。,中国移动李正茂：处理好4G与5G资源上的矛盾是新课题,14:51,http://www.tmtpost.com/nictation/3634487.html
10,据外媒报道，据熟悉亚马逊战略的知情人士透露，这家电商巨头正考虑将其无人便利店Amazon Go引入机场，以求赢得时间紧迫旅行者的青睐。,亚马逊无人便利店即将进驻机场,14:49,http://www.tmtpost.com/nictation/3634484.html
11,中国联通（欧洲）运营有限公司法国分公司7日在巴黎举行开业典礼，标志着中国联通拓展全球化业务、深化服务欧洲市场再迈出重要一步。,中国联通法国分公司在巴黎成立,14:47,http://www.tmtpost.com/nictation/3634481.html
12,,央行潘功胜：一些P2P平台的发展方向偏离行业初衷,14:22,http://www.tmtpost.com/nictation/3634450.html
13,,OPPO沈义人：真正丰富的5G应用将在2020年后诞生,13:01,http://www.tmtpost.com/nictation/3634361.html
14,中国央行副行长潘功胜在今日举行的第二届中国互联网金融论坛上表示，ICO融资主体鱼龙混杂，本质上是一种未经批准的非法公开融资行为,央行潘功胜：无论ICO还是STO，在中国均非法,12:55,http://www.tmtpost.com/nictation/3634353.html
15,纳雷科技日前发布低速车“1+N”毫米波雷达避障解决方案，产品包括77Ghz中短距离雷达MR72、24Ghz短距雷达CAR28T、CAR28F。,纳雷科技发布新毫米波雷达避障解决方案,12:34,http://www.tmtpost.com/nictation/3634327.html
16,Facebook周五表示，计划回购90亿美元以上的股票，以提振市场信心。,Facebook计划回购至少90亿美元股票,12:20,http://www.tmtpost.com/nictation/3634296.html
17,中国移动今日发布5G终端策略，明年将重点开展5G终端规模试验，其中9月启动友好用户测试，12月面向规模发展。,中国移动发布5G终端策略，明年将重点开展5G终端规模试验,11:07,http://www.tmtpost.com/nictation/3634199.html
18,潘功胜在第二届中国互联网金融论坛上表示，金融活动必须接受严格金融监管，任何金融活动不能脱离监管体系，不能以技术之名掩盖金融活动。,央行副行长潘功胜：不能以技术之名掩盖金融活动本质,10:41,http://www.tmtpost.com/nictation/3634168.html
19,据外媒最新消息，知名投资银行美国摩根史丹利公司的分析师下调苹果股票价格目标，下调原因据称是中国智能手机更换周期变得更长。,大摩调低苹果目标股价，因中国iPhone需求低迷,10:40,http://www.tmtpost.com/nictation/3634165.html
20,中国移动一直致力于为行业构建更好的专利生态环境，自身并不以多收专利费为目标，更不以专利作为壁垒。,中国移动副总裁李正茂：不以专利作为5G发展壁垒,10:31,http://www.tmtpost.com/nictation/3634155.html
21,高通正在对数据中心业务裁员数百人,高通正在对数据中心业务进行裁员，规模达数百人,10:15,http://www.tmtpost.com/nictation/3634136.html
22,,特斯拉或将考虑收购通用汽车闲置工厂,10:07,http://www.tmtpost.com/nictation/3634127.html
