,brief,classes_name,header,news_url,pubtime
0,9月20日消息，近日，vivo副总裁、全球AI研究院院长周围在世界人工智能大会上预测，2年之后的手机，将迎来大变革，将会成为一个自学习、自索引、自推荐的智能终端。 周围认为，届时消费者将会体会到所有功能都已经AI化后的手机，享受到被深度聚合后的各行各业的服务。包括具有很好用户体验的，互,人工智能,Vivo副总裁：两年后手机将迎来大变革,http://www.aihot.net/iot/11773.html,2018-09-20 19:47:50
1,9月19日消息，据TESLARATI报道，继美国太空探索技术公司SpaceX发布有关未来航天器BFR更新细节和签署首个绕月飞行合约之后，其首席执行官伊隆&middot;马斯克(Elon Musk)又在推特上表示，该公司打算用高清VR技术直播为期六天的整个太空旅行过程。高清VR技术旨在月球和地球之间建立前所未有,人工智能,马斯克想5年后VR直播绕月之旅，地月间网速能达标吗,http://www.aihot.net/other/vrar/2018-09-20/11772.html,2018-09-20 19:47:50
2,9月19日消息，2018云栖大会上，阿里巴巴正式发布杭州城市大脑2.0，管辖范围扩大28倍，覆盖面积增至420平方公里，相当于65个西湖大小。 据介绍，经过两年多的试点，城市大脑管辖范围扩大了28倍。总计420平方公里，相当于65个西湖。优化信号灯路口1300个，覆盖杭州四分之一路口，同时还接入了视频4500,人工智能,阿里发布城市大脑2.0：可实时指挥200名交警,http://www.aihot.net/application/11771.html,2018-09-20 19:47:50
3,9月19日消息，在今天举行的2018中国芯片发展高峰论坛现场，紫光集团董事长赵伟国表示，5G的到来，给中国集成电路发展带来了大的机遇，但是挑战也是前所未有。 在机遇方面，近几年来，从中央到地方，以及各个行业，对集成电路发展一直关注，这两年集成电路的热度在中国超过任何一个行业。 在挑战方面,人工智能,紫光赵伟国：再有5年，中国集成电路将站稳脚跟,http://www.aihot.net/hardware/11770.html,2018-09-20 19:47:50
4,9月19日消息，在上海2018年世界人工智能大会上，美团无人配送车小袋在创新算法展区中的无人机板块亮相。 此次亮相的小袋在计算力与算法方面进行了优化平衡，采用高精度算法，配合全面重新设计的车辆底盘、传动系统、内容结构和照明系统，可以在复杂路况下自动躲避障碍物并自动规划路线，在室,人工智能,美团无人配送车“小袋”亮相2018世界人工智能大会,http://www.aihot.net/selfdriving/11769.html,2018-09-20 19:47:50
5,9月19日消息，据美国媒体报道，当各个组织都在努力寻找解决资源短缺和食品浪费问题的解决方案时，NASA（美国宇航局）使用的技术可能会带来希望。NASA使用高光谱成像技术已经有数十年时间，这种技术可利用图像测量物体的化学信息。 但现在，得益于成本下降，其应用范围扩大很多，影响包括食品行业在,人工智能,NASA这项技术能让很多食品不再被浪费：省钱救命,http://www.aihot.net/application/11768.html,2018-09-20 19:47:50
6,9月19日消息，饿了么与星巴克的外卖试运营，今天在北京和上海部分门店正式启动。按双方计划，试运营完成后，至今年底，外卖服务将扩展到全国30座城市的2000家门店，并将完成双方会员体系的对接。 据官方介绍，从北京上海开始，用户都可以通过下单享受到蜂鸟的30分钟配送，甚至更快。 饿了么为星巴,人工智能,星巴克饿了么于北京上海开启外卖试运营,http://www.aihot.net/other/finance/11767.html,2018-09-20 19:47:50
7,9月19日消息，据美国媒体报道，苹果CEO蒂姆&middot;库克周二在接受早安美国节目采访时，为最新版iPhone的定价进行辩解，他对主持人罗宾&middot;罗伯茨称：我想的是让每个人都能买到属于自己的iPhone。 库克解释到，很多用户是通过运营商的优惠来买iPhone，多数人每月支付30美元或每天1美元得到,人工智能,库克谈新iPhone高价：好产品不便宜 运营商有补贴,http://www.aihot.net/iot/11766.html,2018-09-20 19:47:50
8,9月19日消息，据科学美国人杂志报道，在不久的将来，人工智能（AI）将大大加快创新药物和材料的发现。先进的诊断工具将使越来越个性化的医学成为可能。增强现实（AR）将无处不在，将信息和动画叠加在真实世界的图像上，帮助我们处理日常任务，并帮助行业更有效地运作。如果你生病了，医生可以在身体里植,人工智能,盘点2018年十大新兴技术：人体变成“制药工厂”,http://www.aihot.net/other/medicine/11765.html,2018-09-20 19:47:50
9,图示：现年29岁的奥拉夫&middot;卡尔森-维（Olaf Carlson-Wee）运营着世界上规模最大的加密货币基金Polychain 9月18日消息，据国外媒体报道，奥拉夫&middot;卡尔森-维（Olaf Carlson-Wee）是硅谷最优秀的加密货币企业家之一。其创办的加密货币基金Polychain一度价值达到10亿美元。其也依托比特,人工智能,世界最大的加密投资基金，能否在风浪中全身而退,http://www.aihot.net/other/finance/11764.html,2018-09-20 19:47:50
10,在市场流动性相对宽松之际，除了银行理财产品之外，各大货币基金产品的收益率也呈现出下降态势。 融360发布的统计报告显示，上周（9月7日-9月13日）74只互联网货基产品的平均七日年化收益率较前一周下降0.07个百分点，连续十周下降，降至3.25%，创出去年2月以来的最低收益水平。 在74只货基中，收,人工智能,支付宝等“宝宝”惨淡：货基收益率连跌十周，部分产品跌破3%,http://www.aihot.net/other/finance/11763.html,2018-09-20 19:47:50
11,在几乎没有任何新闻催化的情况下，上周五以来，瑞波币、比特币、莱特币、以太坊等加密货币大幅下跌。而此时，市场将目光放到了一个价值7.2亿美元的比特币钱包上。 据CryptoCoinsNews (CCN)报道，一个装有价值7.2亿美元比特币的加密钱包和一个不知名的所有者，在经过4年的静默后苏醒。在过,人工智能,拥有7.2亿美元比特币的“大金主”突然苏醒 数字货币“吓跌”,http://www.aihot.net/other/finance/11762.html,2018-09-20 19:47:51
