,brief,header,pub_time,url
0,腾讯将对哔哩哔哩进行约3.176亿美元的现金投资。,腾讯将对哔哩哔哩进行约3.176亿美元的现金投资,20:23,http://www.tmtpost.com/nictation/3511247.html
1,昨日阿里巴巴集团董事局主席马云在日内瓦出席世界贸易组织2018公共论坛时表示，在新一轮科技革命背景下，未来的经济全球化将更多由中小企业驱动。,马云：未来全球化将更多由中小企业驱动,16:43,http://www.tmtpost.com/nictation/3511014.html
2,昨日白宫经济顾问拉里·库德洛表示，美国总统唐纳德·特朗普将与谷歌首席执行官桑达·皮采共同出席白宫与社交媒体和科技公司的会谈。,美国白宫：特朗普可能10月中旬与科技公司高管会谈,16:07,http://www.tmtpost.com/nictation/3510972.html
3,彭博消息，据知情人士透露，意大利5G频段拍卖于周二结束，拍卖后获得了约65亿欧元（75亿美元）资金，比目标高出一倍以上。,传意大利政府通过5G频段拍卖获得约75亿美元资金,15:39,http://www.tmtpost.com/nictation/3510940.html
4,特斯拉公司公布电动汽车交付数量激增，特斯拉在第三季度交付了83500辆汽车，比前一个季度增加了一倍。,特斯拉Model 3交付数量激增,15:08,http://www.tmtpost.com/nictation/3510906.html
5,Facebook首席独立董事苏珊·戴斯蒙德-赫尔曼表示，面对近期的隐私争议，马克·扎克伯格是解决用户信任问题的正确领导者。,Facebook独董：扎克伯格是重获用户信任的正确领导者,14:59,http://www.tmtpost.com/nictation/3510897.html
6,国家税务总局即将开展专项行动，规范影视行业税收秩序，对在2018年12月31日前自查自纠并到主管税务机关补缴税款的影视企业及相关从业人员，免予行政处罚，不予罚款。,国家税务总局即将开展专项行动，规范影视行业税收秩序,14:50,http://www.tmtpost.com/nictation/3510887.html
7,据路透社报道，汤森路透周一宣布，已将其旗下的金融风险部门的多数股权出售给私募公司黑石集团(BX)。,黑石170亿美元收购汤森路透金融风险业务55%的股份,14:33,http://www.tmtpost.com/nictation/3510867.html
8,有网友微博爆料称，三个月前通过马蜂窝订了“十一”出行的酒店，结果因酒店涨价导致自己所订酒店被强制取消了。,女子马蜂窝上预订酒店因涨价被取消，马蜂窝称正在处理,13:59,http://www.tmtpost.com/nictation/3510829.html
9,10月2日，马云在2018 WTO公共论坛发表主旨演讲，就提升贸易规则提出三大建议，成为全场热议焦点。马云表示，想要完善全球化就要关注三个关键词——变革、普惠和合作。,变革、普惠、合作，马云在WTO提出三大建议,13:44,http://www.tmtpost.com/nictation/3510809.html
10,工信部将加快5G部署和全光网络建设，提高数字经济核心竞争力。5G作为新一代信息通信技术的代表备受关注。,我国将加快5G部署和全光网络建设,13:24,http://www.tmtpost.com/nictation/3510785.html
11,据AppleInsider报道，在10月2日提交给美国证券交易委员会的多份报告中，苹果报告了最近实施的管理层股票奖励计划。,苹果奖励众高管股票,12:44,http://www.tmtpost.com/nictation/3510738.html
12,据《纽约时报》报道，马斯克上周曾威胁称，如果特斯拉董事会坚持他和他的公司与美国证券交易委员会（SEC）达成和解协议，他将辞职。,马斯克上周曾要求董事会拒绝与SEC和解，否则将辞职,12:33,http://www.tmtpost.com/nictation/3510726.html
13,范冰冰发布致歉信。,范冰冰发布致歉信,12:15,http://www.tmtpost.com/nictation/3510705.html
14,一位联邦法官裁决特斯拉需要为其涉嫌滥用外国工人的指控进行辩护。,特斯拉涉嫌滥用外国工人，联邦法官要求其进行辩护,11:51,http://www.tmtpost.com/nictation/3510644.html
15,近期，中国电信携手多家通讯厂商在上海、深圳和雄安等地先后完成了5G SA（独立组网）试点开通工作，为未来5G商用打下坚实基础。,中国电信开通雄安、上海、深圳等多地5G独立组网试点,11:27,http://www.tmtpost.com/nictation/3510613.html
16,亚马逊周二宣称，它准备将其所有美国员工的最低薪酬提高到每小时15美元，下个月正式生效。,亚马逊将其美国员工最低时薪提高至15美元,11:20,http://www.tmtpost.com/nictation/3510604.html
17,周二，苹果股价上涨了逾1%，再次创下了历史新高230美元。,周二苹果股价再创历史新高，达230美元,10:54,http://www.tmtpost.com/nictation/3510577.html
18,今年6月初，群众举报范冰冰“阴阳合同”涉税问题后，国家税务总局高度重视，即责成江苏等地税务机关依法开展调查核实，目前案件事实已经查清。,"税务部门依法查处范冰冰""阴阳合同""等偷逃税问题",10:32,http://www.tmtpost.com/nictation/3510555.html
19,昨日中概股普跌，拼多多、搜狐、网易领跌，跌幅均超6%，搜狗跌近6%，百度、蔚来汽车、京东均跌超3%。,中概股普跌，拼多多、搜狐、网易跌幅均超6%,10:20,http://www.tmtpost.com/nictation/3510542.html
20,宝马董事会成员克劳斯·弗莱里希（Klaus Froehlich）周二表示，宝马的竞争对手和网约车公司正考虑加入宝马发起的组织，共同开发无人驾驶汽车。,宝马称竞争对手和网约车公司有意加入其无人驾驶组织,10:03,http://www.tmtpost.com/nictation/3510524.html
21,苹果本周与知名音乐厂牌Ministry of Sound签订协议，使Apple Music平台获得了后者品牌播放列表的独家授权。,Apple Music与唱片公司达成独家协议,09:41,http://www.tmtpost.com/nictation/3510496.html
22,周二，蔚来汽车（NASDAQ：NIO）股价持续下跌，截至收盘，蔚来汽车股价报5.93美元，跌幅达10.15%，市值60.84亿美元。,蔚来汽车周二收跌逾10%，报5.93美元,09:30,http://www.tmtpost.com/nictation/3510473.html
23,谷歌本周收购了客服自动化创业公司Onward，但没有披露收购金额。该公司的联合创始人雷米·柯萨特和普拉默德·坦麦亚将和其他几名员工一同加入谷歌。,谷歌收购客服自动化创企Onward,09:17,http://www.tmtpost.com/nictation/3510457.html
24,Facebook周二表示，调查人员已确定，在上周披露的大规模网络攻击中，黑客没有利用Facebook登录信息去入侵其他网站。,Facebook确认：黑客未利用用户登录信息入侵其他网站,09:10,http://www.tmtpost.com/nictation/3510448.html
25,苹果周二宣布，将于11月1日公布第四财季财报。该公司将于美国东部时间11月1日17:00（北京时间11月2日5:00）举行财报电话会议。,苹果11月1日发布第四财季财报，预计营收超600亿美元,09:07,http://www.tmtpost.com/nictation/3510443.html
26,腾讯音乐（腾讯音乐娱乐集团Tencent Music Entertainment Group，简称“TME”) 正式递交赴美上市招股书。,腾讯音乐正式递交赴美上市招股书，尚未披露最终最高融资金额,23:35,http://www.tmtpost.com/nictation/3509848.html
27,10月2日晚间消息，根据滴滴公众号消息，10月6日，滴滴将在北京举行面向乘客和司机的专场恳谈会。,程维、柳青将出席本月6日滴滴与乘客、司机的恳谈会,19:50,http://www.tmtpost.com/nictation/3509605.html
28,据易观近日发布的《中国第三方支付行业专题分析2018》数据显示，移动支付的整体交易规模已经从2013年的1.3万亿快速增长到2017年的超过109万亿。,报告：2017年移动支付规模超过109万亿，整体增速连续4年超过100%,19:49,http://www.tmtpost.com/nictation/3509603.html
29,戴姆勒CEO蔡澈周二表示，“中国市场仍然很有活力，”“我没有看到转折点。”蔡澈还称，戴姆勒与中方股东吉利的谈判进展良好。吉利董事长拥有戴姆勒9%的股权。,戴姆勒CEO：中国市场仍然很有活力，与中方股东吉利谈判进展良好,19:43,http://www.tmtpost.com/nictation/3509598.html
