,brief,header,pub_time,url
0,Facebook旗下WhatsApp消息服务今日向印度政府承诺，将开发一些工具来遏制虚假新闻泛滥问题。,WhatsApp向印度政府保证，将采取措施打击虚假新闻,19:19,http://m.tmtpost.com/nictation/3429975.html
1,阿里旗下飞猪、菜鸟、阿里云及蚂蚁金服旗下支付宝共四个业务线都将加入到本次合作中，合作内容涵盖机票销售、会员互通、创新营销、国际货运、云计算服务、机上支付等方面。,阿里与新加坡航空战略合作，涵盖酒旅、物流、云、支付等业务,19:19,http://m.tmtpost.com/nictation/3429974.html
2,外交部发言人陆慷表示，当然希望中美双方通过友好协商，在对等、平等和诚信的基础上达成互利的、对双方都合适的解决当前中美经贸摩擦的方案。,中国外交部回应中美贸易代表正讨论路线图：希望协商达成方案,19:08,http://m.tmtpost.com/nictation/3429961.html
3,美图公司发布中期业绩报告，报告显示，美图2018年上半年营收20.52亿元，同比下滑5.9%，期内亏损1.27亿元，较去年同期略有收窄，经调整净亏损1。99亿元。,美图上半年营收20.52亿元，同比下滑5.9%,18:25,http://m.tmtpost.com/nictation/3429896.html
4,菜鸟与新加坡航空今日宣布达成战略合作，新航将为菜鸟在全球提供舱位运力的全面支持，并在航空段数据展开更多对接探索。,菜鸟与新加坡航空战略合作，已服务224个国家和地区,18:22,http://m.tmtpost.com/nictation/3429891.html
5,8月21日，Fitbit发布旗下Charge系列新品Fitbit Charge 3。其配备了全新触摸屏，新增血氧饱和度感应器，拥有超过15种锻炼模式、电池续航达到7天。,Fitbit发布Charge 3智能手环，续航7天新增血氧饱和度感应器,18:03,http://m.tmtpost.com/nictation/3429859.html
6,苹果公司在其手表操作系统watchOS 3中新增加的紧急求救功能Emergency SOS，实际上窃取自苹果公司的前供应商Zomm。,前供应商Zomm起诉苹果，指控Apple Watch紧急求救功能侵权,17:46,http://m.tmtpost.com/nictation/3429833.html
7,iPrice是一家东南亚的电子商务综合服务公司，它获得了韩国互联网巨头Naver的一项价值超过210亿美元的战略投资。,东南亚电商iPrice获韩国互联网巨头Naver超210亿美元战略投资,17:37,http://m.tmtpost.com/nictation/3429822.html
8,中国血液制品公司泰邦生物公告称收到财团39亿美元的私有化要约。财团由卸任一个月的前董事会主席高小英、德福资本、中银集团投资有限公司和鼎晖资本四方组成。,泰邦生物前CEO组财团拟39亿美元私有化，与中信资本对垒,17:30,http://m.tmtpost.com/nictation/3429808.html
9,蚂蚁金服今天对外宣布，支付宝的延时到账升级为2.0。据悉，如果遭遇诈骗，只要延时转账还未到账，及时报警就能冻结交易，一旦警方下达止付指令，转账就能原路退回。,支付宝升级延时到账，被诈骗可“一键”撤回,17:20,http://m.tmtpost.com/nictation/3429794.html
