,brief,header,pubtime,savetime
0,据 TokenInsight 数据监测显示，交易量较大的5种稳定币（USDT、PAX、TUSD、USDC 和 DAI）中，与上周相比，USDT 价格持平，DAI 价格下跌 0.5%，其余普涨。交易量方面，日度交易量均值与上周相比，USDC 和 TUSD 涨幅较大，分别为 67.4% 和 70.4%。市场供应量方面，除 USDT 下跌 9.53% 外，其余四种稳定币均有不同程度上涨，其中涨幅最多为 USDC 11.3%。独立分析师 Lewis 认为，五种稳定币本周价格波动对比均低于 1%，其避险作用正在体现。另外 USDT 的总供应量的下降和其他稳定币的上升，一方面表明 USDT 的份额在不断下降，另一方面也显示出部分资金逃离市场。,USDT 本周总供应量下跌 9.53%，其余四种稳定币均上涨,18:03,2018-11-24 20:14:06
1,近期整体行情虽受 BCH 分叉及 BTC 价格波动影响，但 QKC 走势依然保持强势。据悉，其支持挖矿功能的 2.0 版测试网即将发布。受此影响，其 Coinmarketcap 市值排名跃升至 94 位，交易量位居全球排名第 36，同时已占据币安交易量排行榜前十已近 30 天。,QKC 市值排名大幅跃升至 94 位，其 2.0 测试网即将发布,17:36,2018-11-24 20:14:06
2,以太坊虚拟机开发工程师 Greg Colvin 发布了以太坊开发团队内部会议纪要，展示了核心开发团队在 10 月 Devcon4 大会期间多次内部会议的细节。这些内部文件披露出来的信息显示，以太坊全新升级有可能在 2019 年 6 月进行，届时，有可能替换目前的以太坊虚拟机，引入智能合约存储费。以太坊该本次升级的项目代码为「Ethereum 1x」。文件显示，以太坊创始人 Vitalik Buterin 和 Joseph Lubin 均参与了针对该次升级的会议。,料以太坊明年 6 月进行重大升级，替换虚拟机，引入智能合约存储费,07:26,2018-11-24 20:14:07
3,英国海外领地直布罗陀的证券交易所直布罗陀证券交易所（Gibraltar Stock Exchange）宣布，获得该地区金融监管机构批准，可以在监管框架下合规运营直布罗陀区块链交易所（GBX）。该交易所表示，自己是「全球第一个拥有受监管的区块链交易平台的股票交易所」。布罗陀区块链交易所于今年 7 月推出，定位为「机构级别」代币的交易平台，目前可以提供美元入场通道，以及美元与加密货币的交易对。,直布罗陀证券交易所旗下的区块链交易平台获得当地官方认可,06:51,2018-11-24 20:14:07
4,加州律所 Frontier Law Center 代表一位洛杉矶居民 Gor Gevorkyan ，在北加州地方法院发起一桩针对中国矿机生产商比特大陆的「集体诉讼」。据当地法院公开文件，原告方称比特大陆矿机在初始化的过程中涉嫌「利用客户的资源为自己挖掘加密货币」。在加州律所 Frontier Law Center 提交的法庭文件上，除了原告方 Gor Gevorkyan 之外，并未说明有多少人士共同参与发起了这次「集体诉讼」。,一位洛杉矶居民发起了针对比特大陆的「集体诉讼」,06:05,2018-11-24 20:14:07
5,加密资产交易所 Bitfinex 已经提高了通过银行电汇进行提款所需的最低手续费，从 20 美元涨至 60 美元。在此之前媒体多次爆出，Bitfinex 部分用户投诉在该交易所提取法币严重延迟。该交易所也刚刚宣布设定提款新规，月内超过两次提款或三十日内提款总额超过 100 万美元，将收取 3% 费用。,Bitfinex 大幅提高银行电汇提款最低手续费,04:37,2018-11-24 20:14:07
6,电子商务公司 Overstock 决定进行彻底转型，在 2019 年 2 月之前完成出售在线零售业务的交易，完全定位为一家区块链公司。Overstock 旗下全资拥有加密资产投资机构 Medici Ventures，并且已经投资了证券型代币交易平台 tZero 和 基于区块链技术的投票系统 Voatz。加密资产投资机构 Medici Ventures 在 2017 年亏损 2200 万美元，今年前三季度亏损 3900 万美元。 Overstock 的股价今年以来已经下跌 66%，不过宣布业务重组消息之后，股价一度上涨超过 26%。,tZero 发起公司 Overstock 决定出售电子商务业务，彻底转型区块链公司,04:17,2018-11-24 20:14:07
7,据 Tokenview.com 数据显示，截止 11 月 22 日 18：00，BTC 近 6 小时内发生 14 笔超过 1000 BTC 的大额流转共 58630 BTC。其中有两笔是从 bitfinex 交易所流出，共 3434 BTC；最大一笔是 11:56:50，由 3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6 钱包地址转出 8888BTC。,BTC 近 6 小时内发生 14 笔大额转账共 58630 BTC,18:13,2018-11-24 20:14:07
8,TokenInsight ：Dash 是一种允许用户进行即时转账和匿名转账的支付通证。 Dash 于 2015 年由 Darkcoin 更名而来，并被广泛认为是 Litecoin 的基础代码型分叉。相比于 Bitcoin，Dash 通过增加主节点网络，使用户能够以更迅速、更私密的方式进行支付。另外，Dash 的主要竞争对手 Monero 和 Zcash 与其在隐私功能方面存在激烈竞争。在不损害 Dash 整个网络民主治理的情况下，主节点驱动的网络显著提高了 Dash 在交易速度和隐私保护方面的性能。然而，由于长期以来 Dash 通证本身价格的波动，其作为支付通证的功能受到较大影响。综上，TokenInsight 对 Dash 的评级为 BB，展望稳定。,评级机构：Dash 展望稳定，评为 BB,14:30,2018-11-24 20:14:07
9,根据 Tokenview 数据显示，24 小时成交额排行中成交额排名第一的是 BTC，其 24 小时成交额为 49.67 亿美元，占比为 33.52%；排名第二的是 USDT，其 24 小时成交额为 38.01 亿美元，占比为 25.65%；排名第三的是 ETH，其 24 小时成交额为 19.82 亿美元，占比为 13.37%；排名第四的是 EOS，其 24 小时成交额为 8.22 亿美元，占比为 5.54%；排名第五的是 XRP，其 24 小时成交额为 6.34 亿美元，占比为 4.28%。,近 24 小时市值前五的数字货币成交额排名及占比,14:29,2018-11-24 20:14:07
