,brief,header,pubtime,savetime
0,中东国家塞浦路斯的金融监管机构——证交会（CySEC）主席 Demetra Kalogerou 称，正在对区块链技术进行风险评估，目前尚不清楚它是否能成为金融市场的主要工具。不确定是否需要采取进一步的行动和立法来全面的保护投资者。欧洲证券及市场管理局(ESMA)强调过 ICO 可能属于欧盟立法范围。我们不想过早采取行动，不想资本市场的运作有任何错位。,塞浦路斯证交会主席：不会过早采取行动监管 ICO,16:45,2018-09-13 19:53:07
1,经济参考报 9 月 13 日发文称，对 ICO 的监管，宜探索国际合作形式。在国内政策趋严后，一些项目方跑到了日本、韩国、新加坡继续发币，有的交易平台将注册地及服务器搬到了马耳他等地，但吸引的仍旧主要是国内投资者。从中也可看出，ICO 监管要想起到更大效果，必须坚持国际合作。只有形成国际监管合力，才能对 ICO 行为做到有效防控，及时遏制「割韭菜」的「空气币」在国内继续滥发，保护投资者利益。,经济参考报：对 ICO 宜形成国际监管合力,16:00,2018-09-13 19:53:07
2,调査机构 Hacken Ecosystem 发布一份调査报告表示，OKEx 极有可能进行成交量操纵，尤其是洗仓交 易，而且肯定有隐瞒的东西。报告称 OKEx「异常值」的最小值和平均值分别是币安的 3.4 和 4 倍。,Hacken Ecosystem 报告称 OKEx 极有可能进行成交量操纵,14:40,2018-09-13 19:53:07
3,据 CCN 报道，马耳他与去中心化数字货币平台 Waves 合作，讨论在该国政府和企业中使用 Waves 平台的潜在方案。并讨论在医疗保健、土地登记、投票等领域的技术合作。WAVES 现均价 2.24 美元，涨幅 0.65%。,马耳他与去中心化数字货币平台 Waves 合作,14:10,2018-09-13 19:53:08
4,火币已通过全资子公司 Huobi Japan Holding Ltd 购得其全资拥有的日本数字货币交易所 BitTrade 的100% 股份，或借此机会进军日本市场。BitTrade 于 2016 年成立，为目前全日本 16 家持有受监管机构日本金融厅 FSA 授权及监管的加密货币牌照机构之一。,火币子公司买下 BitTrade 100% 股权，曲线进军日本,14:08,2018-09-13 19:53:08
5,继 Paxos 和 Gemini 都发布与美元挂钩的稳定币之后，加密货币初创公司 CARBON 宣布将发布一款基于以太坊的稳定币「CarbonUSD」。CARBON 不是运行在区块链上，而是有一部分与 Hedera Hashgraph 合作，在后者的 DAG 上运行，与基于区块链的稳定币相比，它具有更快的吞吐量。,CARBON 将发布基于以太坊的稳定币「CarbonUSD」,14:04,2018-09-13 19:53:08
6,据 BTCManager 报道，电动汽车动力充电站 ElaadNL EV 接受 IOTA 支付。ElaadNL EV 充电站包括充电桩、快速充电器、电池、一对充电灯和 IOTA 充电器。这使顾客在充电站充电时可以使用 IOTA 进行支付。充电站经过了 5 个月的测试，最新一次测试已于 9 月 11 日在官方网站上更新。,电动汽车动力充电站接受 IOTA 支付,13:36,2018-09-13 19:53:09
7,据 Trustnodes 消息，Bitmex 首席执行官 Arthur Hayes 疑似通过 Bitmex 官方账号唱空以太坊。Hayes 称，以太坊将降至 100 美元以下。Bitmex 此前推出 50 倍杠杆的 ETHUSD 永续掉期合约，仅使用比特币进行交易，不能使用以太坊或美元。至今，Bitmex 已经处理了 30 亿美元的 ETH/USD 永续掉期合约交易量。此外，Bitmex 的订单中，买入和卖出价有明显差异，目前尚不确定 Bitmex 是否在自己的客户进行对手盘交易。,Bitmex 被指操控 ETH 价格,13:29,2018-09-13 19:53:09
8,据 AMBCrypto 报道，比特币耶稣 Roger Ver 表示，BCH 比 BTC 更适合机构投资者。他说，使 BTC 被大规模采用以及驱动其价格的基本面已不存在，而它存在于 BCH 中。,Roger Ver：BCH 比 BTC 更适合机构投资者,13:26,2018-09-13 19:53:09
9,据 UseTheBitcoin报道，加拿大皇家银行的报告显示，瑞波其代币 XRP 可以帮助银行大幅减少交易时间和成本。该银行认为 XRP 可以在没有中央对手方的情况下在各方之间转移，从而支持任何两种货币之间的流动。,加拿大皇家银行：XRP 能减少交易时间和成本,13:22,2018-09-13 19:53:09
10,据 coincryptorama 消息，以太坊的最新更新 EIP 1234 将挖矿奖励从 3 个 ETH 降低到 2 个 ETH。随着 ETH 价格的下跌，对 ETH 转储的推测和区块奖励的减少使许多矿工都很焦虑。为了回应 ETH 的最新更新 EIP 1234，以太坊矿工正在考虑抵制 ETH 采矿。据 TrustNodes 数据，开采 1 ETH 需要花费 152 美元的电费，比 ETH 目前价格只低 30 美元。,ETH 采矿接近无利可图,10:47,2018-09-13 19:53:10
11,OKCoin 宣布，将在美国 20 个州提供币币交易从而扩大在美国的服务范围。据了解，想要在美国从事比特币、以太坊等这些非证券类的数字货币交易业务，需要取得合规的牌照，包括从金融犯罪执法网络 FinCEN 部门拿到 MSB 许可，同时还要获得 MTL 牌照。有了这两个牌照后，就可以合法经营数字货币交易相关的业务。,OKCoin 宣布将在美国 20 个州提供币币交易,10:16,2018-09-13 19:53:10
12,"加密货币交易公司 Seed CX B 轮融资募集到 1,500 万美元。贝恩资本领投此轮投资，该公司融资累计已达 2,500 万美元。Seed CX 提供的交易和结算服务不仅覆盖现货市场，也包括美国商品期货委员会 CFTC 监管下的衍生品。该公司已经向纽约金融服务局申请 BitLicense，以及向美国金融业监管局 FINRA 申请券商资格。","加密货币交易公司 Seed CX B 轮融资 1,500 万美元",10:10,2018-09-13 19:53:10
13,据 Financial Express 消息，中国进出口银行与金砖国家银行于周三签署了一份关于分布式账簿和区块链在数字经济发展背景下合作研究的谅解备忘录。印度内阁周三官方声明称批准这一谅解备忘录。,中国进出口银行与金砖国家银行签署关于区块链的谅解备忘录,08:07,2018-09-13 19:53:10
