,brief,header,pub_time,url
0,鸿海称去年5月份通过旗下子公司投资了软银视觉基金10亿美元。而另一份公告则表示，鸿海于今年3月份通过另一家公司再投资了10亿美元。,鸿海称，已向软银视觉基金投资至少20亿美元,19:58,http://m.tmtpost.com/nictation/3458509.html
1,据路透社报道，链家计划筹资约20亿美元。此次融资后，链家估值约为130亿美元。,传链家计划筹资约20亿美元,19:37,http://m.tmtpost.com/nictation/3458485.html
2,9月5日，华为消费者业务手机产品线总裁何刚表示，华为P20系列上市五个月，累计发货量突破1000万台大关。,华为：P20系列五个月发货量超千万台，再推渐变新色3388元起售,19:15,http://m.tmtpost.com/nictation/3458462.html
3,华为在国内发布了首个7nm制程手机芯片“麒麟980”。上周，华为在德国IFA2018展已进行了首发。,对标高通和苹果，华为国内发布手机芯片“麒麟980”,19:00,http://m.tmtpost.com/nictation/3458440.html
4,腾讯集团与宝马集团签署了战略合作备忘录，双方将在智慧出行领域展开合作，推动汽车行业的智能网联化发展。,腾讯与宝马达成合作，将推动数字服务和车机整合,18:33,http://m.tmtpost.com/nictation/3458406.html
5,江苏省环评公示网显示，重庆力帆将租用车和家常州工厂，外界猜测，此为车和家借助力帆汽车资质生产其首款增程式SUV。据媒体报道，车和家将在10月推出一款增程式SUV,将工厂租给力帆，车和家或借资质生产首款SUV,18:30,http://m.tmtpost.com/nictation/3458402.html
6,视网发布公告称，股价近期涨幅异常，明起停牌核查。,12天股价翻倍，乐视网明日起停牌核查股价异动,18:06,http://m.tmtpost.com/nictation/3458344.html
7,9月5日，Pinlo品罗科技推出小怪兽料理机，将上线小米网进行销售。,Pinlo品罗科技推出小怪兽料理机，将进驻小米网销售,18:03,http://m.tmtpost.com/nictation/3458339.html
8,双方表示，将基于咪咕拥有的顶级赛事、演艺等优质内容和微博拥有的强势社交平台资源能力，开展体育赛事、演艺内容宣传推广、自有IP联合孵化等一系列合作。,咪咕联合微博进一步发展体育娱乐，推进MCN矩阵合作,17:58,http://m.tmtpost.com/nictation/3458333.html
9,作为西咸新区推进绿色发展及民生建设的重要举措，110辆比亚迪全新K7纯电动公交车正式交付西咸公交集团运营。,比亚迪110辆纯电动公交车交付西咸公交集团运营,17:53,http://m.tmtpost.com/nictation/3458328.html
10,丰田汽车今日表示，将在日本、北美、欧洲和其他地区召回大约103万辆汽车，包括油电混合动力车型普锐斯(Prius)，因为发动机线束存在着火的风险。,因存在着火风险，丰田拟召回逾100万辆混合动力汽车,17:48,http://m.tmtpost.com/nictation/3458322.html
11,爱奇艺新综艺《奇妙的食光》在澳洲录制时，粉丝和节目组爆发肢体冲突。目前爱奇艺发表声明称将暂停与该节目合作，事情得到妥善解决后再行评估。,《奇妙的食光》被曝拍摄现场打人，爱奇艺称将暂停与该节目合作,17:14,http://m.tmtpost.com/nictation/3458259.html
12,伟仕佳杰与京东云宣布建立战略合作伙伴关系，共同推进云计算及相关业务在中国及海外市场的应用、推广和发展。,京东云与伟仕佳杰达成战略合作 ，寻找出海契机,17:12,http://m.tmtpost.com/nictation/3458262.html
13,Uber公司在澳大利亚和新西兰宣布了新的针对乘客的最低评分要求，低于最低评分的乘客可能会被踢出平台。一些可能降低乘客评分的行为包括酗酒、破坏车辆、乱扔东西以及蛮不讲理。,Uber设置乘客最低评分要求，低于最低评分者可能被踢出平台,16:53,http://m.tmtpost.com/nictation/3458199.html
14,火狐浏览器制造商Mozilla雇佣了前商务部数字化总监、前谷歌政策主管Alan Davidson作为其新的全球政策主管。,火狐浏览器制造商Mozilla雇佣前谷歌高管出任全球政策主管,16:30,http://m.tmtpost.com/nictation/3458007.html
15,快播王欣新成立公司云歌智能融资3000万美元。本轮融资资本方分别为贝塔斯曼亚洲投资基金，IDG资本。,快播王欣新公司云歌智能获3000万美元天使轮融资,16:19,http://m.tmtpost.com/nictation/3457903.html
16,德国财政部已放弃了让谷歌、苹果、Facebook和亚马逊等科技巨头缴纳更多税收的计划。德国财政部的一份机密文件称，对大型数字公司的“妖魔化”不会产生生产力。,德国财政部放弃对科技巨头征收数字税计划,15:59,http://m.tmtpost.com/nictation/3457876.html
17,摩拜单车近日将在上海试点上线扣费型电子围栏。禁停围栏上线2个多月来，相关区域的违停发生率平均下降30%以上，设立禁非区的路段停车秩序明显好转。,在上海违停摩拜单车将罚款5元，首批在7处禁停区试点,15:55,http://m.tmtpost.com/nictation/3457870.html
18,9月5日下午消息，据彭博社报道，淘宝中国收购高鑫零售26%股份。此前阿里巴巴与一致行动人曾收购高鑫零售71.98%股份。,淘宝中国收购高鑫零售26%股份,15:14,http://m.tmtpost.com/nictation/3457809.html
19,腾讯全球社区经理Nick Zasowski已被停职，等待对其涉嫌的多起性骚扰指控进行全面调查。,腾讯全球社区经理涉嫌多起性骚扰，已停职等待调查,15:10,http://m.tmtpost.com/nictation/3457800.html
