,brief,header,pubtime,savetime
0,据 TokenInsight 监测，近 24 小时内成交量（美元）前四的稳定币分别为 USDT（18.8 亿）、TUSD（2283 万）、PAX（1825 万）及 DAI（474 万），其中 DAI 增速最高为 31%。交易对占比方面，USDT-BTC 占自身交易量最大，为 42.7%，TUSD-USDT、PAX-USDT 占自身交易量最大，分别为 45.66%、67.92%，DAI-ETH 占自身交易量最大，为 52.8%。独立分析师 Lewis 认为，目前稳定币市场中 USDT 的市值及交易量占比巨大，而 TUSD、PAX 等稳定币的交易对也以 USDT 为主。尽管 USDT 场内报价低于 1 美元，但短期来看其仍是稳定币市场的主要参与者。,TokenInsight：稳定币 24 小时成交量排名前四中 DAI 增速最高,17:36,2018-10-27 20:02:57
1,据曼谷邮报 ，泰国证券交易委员会在社交媒体平台上对用于投资的数字令牌和 ICO 展开调查，发现 9 起推广数字资产未获市场监管机构批准的案件。根据证交会的说法，这些所谓的数字资产和 ICOs 既没有向证交会提出申请，也没有达到必要的条件，也没有得到 ICO 门户网站的智能合约评估。证交会表示，那些投资于这些所谓资产的人应该警惕相关的投资风险。,泰国证券交易委员会对 9 个数字令牌和 ICO 发出警告,10:00,2018-10-27 20:02:58
2,据 TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 10 月 27 日 8 时报 592.61 点，较昨日同期上涨 0.3 点，涨幅为 0.05%。此外，在 TokenInsight 密切关注的 21 个细分行业板块中，24 小时内涨幅最高的为通讯版块，涨幅为 5.07%；24 小时内跌幅最高的为医疗健康版块，跌幅为 4.64%。 另据监测显示，BTC 人气热度随全网缓慢下降至今日 0.0732，全网转账数保持高位运行，今日 24.72 万。BCtrend 分析师 Jeffrey 认为，市场人气连续50日企稳，短期或将延续小幅震荡态势。,TokenInsight：BTC人气连续50日企稳，短期或将延续小幅震荡,09:07,2018-10-27 20:02:58
3,BitGo、Kyber Network 和 Republic Protocol 计划于 2019 年 1 月 在以太坊上推出一种和比特币挂钩的 ERC20 代币 WBTC（Wrapped Bitcoin）。几家发起公司表示，WBTC 计划实现与比特币 1:1 挂钩，所有发行的 WBTC 都会得到比特币的支持，托管人存储的每个比特币都能够与发行的 WBTC 总数对应，并且可在链上验证，只有经商家批准，托管人才能铸造 WBTC，当持有人将 WBTC 兑换成比特币时，WBTC 将被销毁。知名的去中心化交易所和金融项目，包括 MakerDAO、Dharma、Airswap、Gnosis、IDEX、Radar Relay、Compound、DDEX、Hydro Protocol、Set Protocol 和Prycto 都将支持WBTC，并将作为WBTC的发布成员。几家公司表示，该计划将会将比特币的流动性以及去中心化生态带入以太坊，从而增强所有的去中心化应用程序。,和比特币挂钩的 ERC20 代币 WBTC 将于明年 1 月推出,07:41,2018-10-27 20:02:58
4,IBM 和一家独立从事央行研究的智库 OMFIF 共同进行的一项调研显示，多数接受调查的央行认为他们将发行央行电子货币，不过，这些央行并不确定是否区块链技术可以实现更低的成本和更高的效率。该调查在今年 7 月到 9 月间获得了 21 个央行的回复，其中 38% 表示已经在银行间交易市场测试央行电子货币。,IBM 调研：多数接受调查的央行认为他们将发行央行电子货币,06:53,2018-10-27 20:02:58
5,Ripple 发布的公告称，第三季度共售出 1.63 亿美元 XRP，其中通过程序化销售售出 5670 万美元，直接出售给各类机构的 XRP 高达 9810 万美元，后者增幅显著。上个季度，Ripple 直接出售给各类机构的 XRP 仅为 1690 万美元。,Ripple 第三季度共售出 1.63 亿美元 XRP,05:29,2018-10-27 20:02:58
6,加密资产管理公司 Bitwise 推出了一个针对金融理财顾问的加密货币信息门户，向金融理财顾问们提供关于加密货币新闻、网上资源和可用工具在内的各项信息。据 Bitwise 做的调查，约有 21% 的金融理财顾问称，和投资加密资产相比，了解加密领域才是更大的障碍。此举有助于传统金融理财顾问把加密资产介绍给更多普通投资人。,Bitwise 推出针对金融理财顾问的加密货币信息门户,05:22,2018-10-27 20:02:58
7,加密资产投资机构 Primitive 的联合创始人 Dovey Wan 表示，ICO 投资者应该寻找那些筹资规模较小的项目， 而不是那些希望筹措巨额资金的项目。她发推展示了一张比较了众多 ICO 项目融资规模与投资回报的图表，并表示，筹资规模大并不意味着高回报，在各行业中，拥有精细运营的能力是一个创始人能够成功的关键。,Dovey Wan：ICO 筹资规模大不意味着高回报,05:04,2018-10-27 20:02:58
8,美国商品期货交易委员会（CFTC）委员 Rostin Behnam 在一个行业会议上积极评价了区块链技术的作用，强调 CFTC 必须尊重区块链技术在金融市场中的作用。Rostin Behnam 呼吁开放思想，规范金融技术领域，强调了分布式账本技术的一些应用，并提及了 CryptoKitties 和 Dogecoin。,CFTC：必须尊重区块链技术在金融市场中的作用,02:45,2018-10-27 20:02:58
9,美国最大的加密资产交易所 Coinbase 确认已经裁减 15 位远程客服人员，占其总员工数量的 3% 左右。Coinbase 计划减少远程客服人员数量，将该部门人员集中在旧金山、纽约、伦敦、东京、波特兰和都柏林办公室。,Coinbase 裁减远程客服人员,02:24,2018-10-27 20:02:58
10,彭博社援引知情人士报道称，矿机及挖矿公司 Bitfury 考虑进行首次公开募股，已经联系一些投资银行，探讨在阿姆斯特丹、伦敦或香港上市的可能性，不过目前并无最终决定。消息人士称，如果 Bitfury 在未来两年上市，估值预计在 30～50 亿美元左右。,矿机及挖矿公司 Bitfury 考虑进行首次公开募股,01:20,2018-10-27 20:02:58
11,加密分析师和 CNBC 节目主持人 Ran Neuner 在推特称，Coinbase 证实该公司正在筹集 5 亿美元的首次公开募股，估值为 80 亿美元。,CNBC 主持人：Coinbase 确认上市，估值 80 亿美元,21:38,2018-10-27 20:02:58
12,TokenInsight 今日发布 Ripple 项目的评级报告。Ripple 是一家致力于解决跨境支付过程中低效、高成本问题的金融科技公司，业务推进依赖的高执行力中心化管理与通证发行的去中心化理念是 Ripple 面临的最大争议之一。此外，Ripple 需要和超过 40 年历史的 SWIFT 竞争，后者在全球范围内有上万家合作机构，其优势更在于关系网，而不仅是技术。 TokenInsight 认为，Ripple 是一家优秀的公司，但就目前来看，XRP 通证的升值空间十分有限。综上，TokenInsight 对 Ripple 给出的评级为 BB，展望稳定。,TokenInsight 发布 Ripple 评级：BB，公司优质但其通证升值空间有限,17:47,2018-10-27 20:02:58
